"expName","subjectId","subjectGender","subjectAge","session","block","trial","targetOri","targetPos","distrMean","dtype","dsd","targetDist","t_dist_to_prev_d","answer","correctAnswer","rt","correct","prev_correct"
"distr_stats",1,"F",26,1,37,"2",169,20,54,"norm",10,-65,-65,"j","j",654.819517604,1,1
"distr_stats",1,"F",26,1,37,"3",169,19,54,"norm",10,-65,-65,"j","j",623.762910193,1,1
"distr_stats",1,"F",26,1,37,"4",169,10,54,"norm",10,-65,-65,"i","i",670.782243428,1,1
"distr_stats",1,"F",26,1,38,"0",25,7,94,"norm",5,-69,-29,"j","j",608.133531388,1,1
"distr_stats",1,"F",26,1,38,"1",25,10,94,"norm",5,-69,-29,"i","i",592.70674903,1,1
"distr_stats",1,"F",26,1,38,"2",25,0,94,"norm",5,-69,-29,"j","j",576.954652112,1,1
"distr_stats",1,"F",26,1,38,"3",25,27,94,"norm",5,-69,-29,"i","i",545.695894502,1,1
"distr_stats",1,"F",26,1,38,"4",25,26,94,"norm",5,-69,-29,"j","j",623.691064317,1,1
"distr_stats",1,"F",26,1,38,"5",25,26,94,"norm",5,-69,-29,"j","j",608.254018262,1,1
"distr_stats",1,"F",26,1,39,"0",65,16,174,"norm",15,71,-29,"i","i",1592.75896001,1,1
"distr_stats",1,"F",26,1,39,"1",65,30,174,"norm",15,71,-29,"j","j",670.704150084,1,1
"distr_stats",1,"F",26,1,39,"2",65,12,174,"norm",15,71,-29,"j","j",592.248006414,1,1
"distr_stats",1,"F",26,1,39,"3",65,17,174,"norm",15,71,-29,"i","i",562.036592112,1,1
"distr_stats",1,"F",26,1,39,"4",65,11,174,"norm",15,71,-29,"i","i",670.551979624,1,1
"distr_stats",1,"F",26,1,39,"5",65,21,174,"norm",15,71,-29,"i","i",1608.18841985,1,1
"distr_stats",1,"F",26,1,40,"0",113,21,14,"norm",10,-81,-61,"i","i",593.164152904,1,1
"distr_stats",1,"F",26,1,40,"1",113,17,14,"norm",10,-81,-61,"i","i",576.966254552,1,1
"distr_stats",1,"F",26,1,40,"2",113,10,14,"norm",10,-81,-61,"i","i",639.316873141,1,1
"distr_stats",1,"F",26,1,40,"3",113,5,14,"norm",10,-81,-61,"i","i",874.093579726,1,1
"distr_stats",1,"F",26,1,40,"4",113,4,14,"norm",10,-81,-61,"i","i",576.887268713,1,1
"distr_stats",1,"F",26,1,40,"5",113,10,14,"norm",10,-81,-61,"i","i",920.435508979,1,1
"distr_stats",1,"F",26,1,40,"6",113,7,14,"norm",10,-81,-61,"j","j",558.844582444,1,1
"distr_stats",1,"F",26,1,41,"0",72,25,134,"norm",15,-62,58,"i","j",1826.90377988,0,1
"distr_stats",1,"F",26,1,41,"1",72,3,134,"norm",15,-62,58,"j","i",1701.93256285,0,0
"distr_stats",1,"F",26,1,41,"2",72,8,134,"norm",15,-62,58,"i","j",655.48442665,0,0
"distr_stats",1,"F",26,1,41,"3",72,32,134,"norm",15,-62,58,"j","j",3639.31821188,1,0
"distr_stats",1,"F",26,1,41,"4",72,6,134,"norm",15,-62,58,"j","j",1108.27766939,1,1
"distr_stats",1,"F",26,1,42,"0",29,15,134,"norm",10,75,75,"i","i",764.078800002,1,1
"distr_stats",1,"F",26,1,42,"1",29,33,134,"norm",10,75,75,"i","i",670.344028205,1,1
"distr_stats",1,"F",26,1,42,"2",29,12,134,"norm",10,75,75,"j","j",1030.01162723,1,1
"distr_stats",1,"F",26,1,42,"3",29,31,134,"norm",10,75,75,"j","j",811.654604096,1,1
"distr_stats",1,"F",26,1,42,"4",29,17,134,"norm",10,75,75,"i","i",701.895078047,1,1
