manip subject session order mm tm trialType iti fixDur stimDur nBlock nTrial alpha present targType nItems resp acc rt confidence estNItems estTime confidenceRT estNItemsRT estTimeRT RecRT Erreur REC Rec2Type RecRT2 Rec2 couleur
vs12 tamara 4 4 08Nov2011 1526 mixed 500 454 8000 3 41 5.43708199031 False X 16 z 1 934 None None None None None None None None None A 1383 0 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 597 8000 3 42 5.22117385536 True L 4 a 0 801 None None None None None None None None None D 2416 10 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 662 8000 3 43 5.43635960506 True L 4 a 1 1613 None None None None None None None None None B 1967 5 Rouge
vs12 tamara 4 4 08Nov2011 1526 mixed 500 440 8000 3 44 1.08762051598 True X 16 z 1 2969 None None None None None None None None None A 1500 0 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 460 8000 3 45 5.62587844377 True X 4 z 1 817 None None None None None None None None None A 1650 0 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 569 8000 3 46 2.48862621385 True X 8 z 1 868 None None None None None None None None None A 1233 0 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 516 8000 3 47 3.99263312818 True X 4 z 1 884 None None None None None None None None None A 1762 0 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 490 8000 3 48 0.648451916083 True X 16 a 1 917 None None None None None None None None None A 1817 0 Rouge
vs12 tamara 4 4 08Nov2011 1526 mixed 500 569 8000 3 49 0.629338355564 False X 16 a 1 735 None None None None None None None None None A 1333 0 Rouge
vs12 tamara 4 4 08Nov2011 1526 mixed 500 690 8000 3 50 2.18577810855 False X 16 a 0 1183 None None None None None None None None None D 1417 10 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 505 8000 3 51 2.72786171563 True L 16 a 1 2652 None None None None None None None None None B 2279 4 Rouge
vs12 tamara 4 4 08Nov2011 1526 mixed 500 511 8000 3 52 5.61264969182 True L 16 z 1 2785 None None None None None None None None None B 1083 5 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 400 8000 3 53 3.38815020039 False L 8 a 1 3081 None None None None None None None None None B 1284 4 Rouge
vs12 tamara 4 4 08Nov2011 1526 mixed 500 601 8000 3 54 1.54748072689 True X 8 a 1 868 None None None None None None None None None A 1417 0 Rouge
vs12 tamara 4 4 08Nov2011 1526 mixed 500 416 8000 3 55 5.38375847652 False X 4 z 1 801 None None None None None None None None None A 1583 0 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 464 8000 3 56 4.23685425342 False X 8 z 1 718 None None None None None None None None None A 1233 0 Vert
vs12 tamara 4 4 08Nov2011 1526 mixed 500 443 8000 3 57 6.24174119641 False X 8 a 1 1284 None None None None None None None None None A 1250 0 Rouge
vs12 tamara 4 4 08Nov2011 1527 mixed 500 479 8000 3 58 3.89373555473 True X 16 a 1 752 None None None None None None None None None A 1797 0 Rouge
vs12 tamara 4 4 08Nov2011 1527 mixed 500 578 8000 3 59 3.5559512372 False L 16 z 1 3019 None None None None None None None None None C 2917 7 Vert
vs12 tamara 4 4 08Nov2011 1527 mixed 500 663 8000 3 60 0.552159186611 False L 8 a 1 850 None None None None None None None None None A 967 0 Rouge
vs12 tamara 4 4 08Nov2011 1527 mixed 500 420 8000 4 1 3.89188264423 True L 4 z 1 1667 None None None None None None None None None A 1166 0 Vert
vs12 tamara 4 4 08Nov2011 1527 mixed 500 539 8000 4 2 4.0830821903 False X 4 a 1 1584 None None None None None None None None None A 1814 0 Rouge
vs12 tamara 4 4 08Nov2011 1527 mixed 500 508 8000 4 3 2.68244349781 False L 4 a 0 851 None None None None None None None None None D 1549 9 Vert
vs12 tamara 4 4 08Nov2011 1527 mixed 500 540 8000 4 4 2.05962432405 True L 16 z 1 2001 None None None None None None None None None B 1564 4 Vert
vs12 tamara 4 4 08Nov2011 1527 mixed 500 456 8000 4 5 4.96113475598 False X 16 a 1 852 None None None None None None None None None A 1699 0 Rouge
vs12 tamara 4 4 08Nov2011 1527 mixed 500 663 8000 4 6 4.49440420921 True X 4 a 1 767 None None None None None None None None None A 1351 0 Rouge
vs12 tamara 4 4 08Nov2011 1527 mixed 500 588 8000 4 7 1.56544282032 False L 8 a 1 1015 None None None None None None None None None A 1634 0 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 657 8000 4 8 1.59036787016 True L 8 z 1 1368 None None None None None None None None None A 1466 0 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 625 8000 4 9 3.113038843 True X 16 z 1 935 None None None None None None None None None A 1198 0 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 632 8000 4 10 0.621237757797 True X 8 z 1 668 None None None None None None None None None A 1517 0 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 694 8000 4 11 4.28136425839 False L 4 z 1 1651 None None None None None None None None None B 1318 4 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 568 8000 4 12 1.37538465687 False X 16 z 1 1019 None None None None None None None None None A 1700 0 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 564 8000 4 13 4.33257467466 True L 16 z 1 1569 None None None None None None None None None B 868 4 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 494 8000 4 14 2.15781860437 False L 4 a 1 1815 None None None None None None None None None B 2151 5 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 559 8000 4 15 0.76361348206 False L 16 a 1 1336 None None None None None None None None None A 1117 1 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 468 8000 4 16 5.62674770247 True X 8 z 1 835 None None None None None None None None None A 1379 0 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 469 8000 4 17 2.25528104884 False X 4 z 1 717 None None None None None None None None None A 1467 0 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 551 8000 4 18 2.37799794154 False L 8 z 1 1984 None None None None None None None None None A 1247 3 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 589 8000 4 19 3.75625900562 True L 4 a 1 1568 None None None None None None None None None D 1184 8 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 666 8000 4 20 2.55689798215 False X 4 z 1 984 None None None None None None None None None A 1218 1 Vert
vs12 tamara 4 4 08Nov2011 1528 mixed 500 606 8000 4 21 2.54703545637 True L 8 a 1 1046 None None None None None None None None None B 1184 4 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 437 8000 4 22 2.16201275684 True X 4 a 1 783 None None None None None None None None None A 1167 0 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 547 8000 4 23 2.90798668769 True L 8 a 1 1501 None None None None None None None None None A 2280 2 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 441 8000 4 24 3.04777326219 True X 16 a 1 985 None None None None None None None None None A 1767 0 Rouge
vs12 tamara 4 4 08Nov2011 1528 mixed 500 400 8000 4 25 3.68631673676 False L 8 z 1 1701 None None None None None None None None None A 1763 2 Vert
vs12 tamara 4 4 08Nov2011 1529 mixed 500 559 8000 4 26 0.975104041438 False X 8 a 1 1018 None None None None None None None None None A 1050 0 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 559 8000 4 27 2.57885497524 True L 16 a 1 3168 None None None None None None None None None C 2398 7 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 595 8000 4 28 5.53507918178 False X 8 z 1 1068 None None None None None None None None None A 1583 0 Vert
vs12 tamara 4 4 08Nov2011 1529 mixed 500 519 8000 4 29 6.10522246403 True L 16 a 1 1636 None None None None None None None None None B 1278 4 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 617 8000 4 30 1.67269537891 False L 16 a 1 985 None None None None None None None None None A 1234 2 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 591 8000 4 31 1.80291427288 True X 16 a 1 1686 None None None None None None None None None A 949 1 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 593 8000 4 32 5.85595438002 False X 8 a 0 1015 None None None None None None None None None D 1700 10 Vert
vs12 tamara 4 4 08Nov2011 1529 mixed 500 413 8000 4 33 4.25163768048 True X 8 z 1 1267 None None None None None None None None None A 1033 0 Vert
vs12 tamara 4 4 08Nov2011 1529 mixed 500 629 8000 4 34 3.766388872 True L 4 z 1 1384 None None None None None None None None None A 1227 0 Vert
vs12 tamara 4 4 08Nov2011 1529 mixed 500 421 8000 4 35 3.98149708722 True X 16 a 1 1019 None None None None None None None None None A 1951 0 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 438 8000 4 36 1.81836282885 True L 16 a 1 2435 None None None None None None None None None B 2448 5 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 470 8000 4 37 0.175601568876 False X 4 z 1 1068 None None None None None None None None None A 1250 0 Vert
vs12 tamara 4 4 08Nov2011 1529 mixed 500 536 8000 4 38 2.30296692337 False X 8 a 1 835 None None None None None None None None None A 1850 0 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 670 8000 4 39 3.12433411241 True X 4 a 1 766 None None None None None None None None None A 1250 0 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 611 8000 4 40 1.7655372227 True X 16 a 1 1135 None None None None None None None None None A 1351 0 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 583 8000 4 41 5.9141717275 False X 4 a 1 1201 None None None None None None None None None A 1363 0 Rouge
vs12 tamara 4 4 08Nov2011 1529 mixed 500 441 8000 4 42 5.01195220397 False L 8 z 1 1785 None None None None None None None None None B 1634 4 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 596 8000 4 43 4.38200287488 False X 8 z 1 968 None None None None None None None None None A 1980 0 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 544 8000 4 44 0.818926156668 False L 16 z 1 2835 None None None None None None None None None B 1283 5 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 653 8000 4 45 5.26415171273 True X 4 a 1 933 None None None None None None None None None A 1911 0 Rouge
vs12 tamara 4 4 08Nov2011 1530 mixed 500 661 8000 4 46 2.24429074401 False X 16 z 1 1070 None None None None None None None None None A 1317 0 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 642 8000 4 47 0.832202941961 False X 16 a 1 1218 None None None None None None None None None A 1561 1 Rouge
vs12 tamara 4 4 08Nov2011 1530 mixed 500 633 8000 4 48 1.95688433859 True L 8 a 1 1451 None None None None None None None None None A 1051 1 Rouge
vs12 tamara 4 4 08Nov2011 1530 mixed 500 600 8000 4 49 3.90116777692 True X 8 z 1 1435 None None None None None None None None None A 2182 1 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 516 8000 4 50 0.408237111891 True L 4 z 1 1833 None None None None None None None None None A 1533 2 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 604 8000 4 51 1.54873244261 False L 16 z 1 1768 None None None None None None None None None A 1945 3 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 560 8000 4 52 1.47129475436 False L 4 z 1 984 None None None None None None None None None A 2366 1 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 440 8000 4 53 3.37265254457 True X 8 z 1 785 None None None None None None None None None A 1499 0 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 570 8000 4 54 3.1865916278 False L 4 z 1 3816 None None None None None None None None None C 1583 7 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 447 8000 4 55 2.48237176624 True X 4 z 1 983 None None None None None None None None None A 1514 0 Vert
vs12 tamara 4 4 08Nov2011 1530 mixed 500 491 8000 4 56 0.279742887276 False L 16 a 1 1901 None None None None None None None None None B 1750 5 Rouge
vs12 tamara 4 4 08Nov2011 1530 mixed 500 522 8000 4 57 5.10374837566 True L 8 z 1 1668 None None None None None None None None None A 1480 1 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 434 8000 4 58 1.08465603102 False L 8 a 1 2051 None None None None None None None None None A 1134 2 Rouge
vs12 tamara 4 4 08Nov2011 1531 mixed 500 494 8000 4 59 4.46820701368 False X 16 z 1 1069 None None None None None None None None None A 1300 0 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 404 8000 4 60 0.659724821133 True L 4 a 0 851 None None None None None None None None None D 1767 10 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 439 8000 5 1 3.96269214255 False X 8 a 1 935 None None None None None None None None None A 1613 0 Rouge
vs12 tamara 4 4 08Nov2011 1531 mixed 500 462 8000 5 2 0.33017280697 False X 8 z 1 734 None None None None None None None None None A 1633 0 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 544 8000 5 3 5.83010706265 False X 16 z 1 2552 None None None None None None None None None C 1384 7 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 526 8000 5 4 0.405694964727 False L 4 z 1 1383 None None None None None None None None None A 1283 2 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 556 8000 5 5 1.55594029128 True X 4 z 1 718 None None None None None None None None None A 1616 0 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 592 8000 5 6 2.8738767416 True L 16 z 1 1164 None None None None None None None None None A 1334 0 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 572 8000 5 7 3.66586816128 True X 16 z 1 1285 None None None None None None None None None A 1516 2 Vert
vs12 tamara 4 4 08Nov2011 1531 mixed 500 692 8000 5 8 3.81265143107 True L 8 z 1 884 None None None None None None None None None A 1232 0 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 616 8000 5 9 0.149056016557 False L 8 z 1 834 None None None None None None None None None A 1333 0 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 567 8000 5 10 4.87850215855 False L 4 a 1 2250 None None None None None None None None None B 2996 5 Rouge
vs12 tamara 4 4 08Nov2011 1532 mixed 500 664 8000 5 11 2.2780129878 True L 4 a 1 1534 None None None None None None None None None A 1566 2 Rouge
vs12 tamara 4 4 08Nov2011 1532 mixed 500 599 8000 5 12 3.36134141697 True X 4 a 1 784 None None None None None None None None None A 1184 0 Rouge
vs12 tamara 4 4 08Nov2011 1532 mixed 500 472 8000 5 13 5.17034460638 True L 8 z 1 1684 None None None None None None None None None A 1049 3 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 614 8000 5 14 3.08395914519 False X 16 z 1 868 None None None None None None None None None A 916 1 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 547 8000 5 15 3.2513402824 False X 16 z 1 1602 None None None None None None None None None A 1365 0 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 525 8000 5 16 2.13377258155 True L 8 a 1 2501 None None None None None None None None None C 966 6 Rouge
vs12 tamara 4 4 08Nov2011 1532 mixed 500 477 8000 5 17 2.82806210881 True L 4 z 1 917 None None None None None None None None None A 995 1 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 449 8000 5 18 2.91002475268 True L 8 z 1 1985 None None None None None None None None None A 2483 2 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 520 8000 5 19 4.64267243349 True L 4 a 1 951 None None None None None None None None None A 1117 1 Rouge
vs12 tamara 4 4 08Nov2011 1532 mixed 500 682 8000 5 20 5.04915806774 False L 16 z 1 2518 None None None None None None None None None C 1366 6 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 670 8000 5 21 0.347761011377 False X 16 z 1 886 None None None None None None None None None A 884 0 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 580 8000 5 22 6.09419498182 True X 8 z 1 679 None None None None None None None None None A 1116 0 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 475 8000 5 23 3.68722938294 False L 8 z 1 951 None None None None None None None None None A 1051 0 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 524 8000 5 24 4.74272747463 True X 16 a 1 1152 None None None None None None None None None A 1401 1 Rouge
vs12 tamara 4 4 08Nov2011 1532 mixed 500 474 8000 5 25 4.38162905965 True L 8 z 1 1384 None None None None None None None None None A 1083 1 Vert
vs12 tamara 4 4 08Nov2011 1532 mixed 500 686 8000 5 26 2.99487154893 False X 16 z 1 1302 None None None None None None None None None A 1300 1 Vert
vs12 tamara 4 4 08Nov2011 1533 mixed 500 525 8000 5 27 4.33074031677 True L 4 z 1 1529 None None None None None None None None None A 1367 2 Vert
vs12 tamara 4 4 08Nov2011 1533 mixed 500 524 8000 5 28 1.51030311977 False X 4 a 1 683 None None None None None None None None None A 1084 0 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 649 8000 5 29 4.86646586649 False X 4 a 1 1150 None None None None None None None None None A 1250 0 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 468 8000 5 30 1.93240730025 False L 4 a 1 1714 None None None None None None None None None A 1050 1 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 502 8000 5 31 3.25234652241 True L 16 a 1 2619 None None None None None None None None None C 817 6 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 673 8000 5 32 5.69866098071 True L 16 a 1 1498 None None None None None None None None None B 1000 5 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 488 8000 5 33 1.24194931478 False X 4 a 1 984 None None None None None None None None None A 1700 2 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 403 8000 5 34 0.384015709358 True L 4 a 1 2514 None None None None None None None None None C 3750 7 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 562 8000 5 35 2.03784555098 True X 8 a 1 834 None None None None None None None None None A 934 0 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 691 8000 5 36 4.14928161248 True X 4 z 1 879 None None None None None None None None None A 1399 0 Vert
vs12 tamara 4 4 08Nov2011 1533 mixed 500 543 8000 5 37 0.150243004356 True X 16 z 1 752 None None None None None None None None None A 2383 0 Vert
vs12 tamara 4 4 08Nov2011 1533 mixed 500 603 8000 5 38 0.00864203636375 False L 8 a 1 1316 None None None None None None None None None A 1117 0 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 651 8000 5 39 0.0177276715263 False L 16 z 1 3635 None None None None None None None None None D 933 8 Vert
vs12 tamara 4 4 08Nov2011 1533 mixed 500 467 8000 5 40 4.36593803102 False X 8 z 1 946 None None None None None None None None None A 1550 1 Vert
vs12 tamara 4 4 08Nov2011 1533 mixed 500 520 8000 5 41 5.47540711234 False X 4 a 1 817 None None None None None None None None None A 1033 0 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 479 8000 5 42 1.70230955035 True X 8 a 1 651 None None None None None None None None None A 1233 0 Rouge
vs12 tamara 4 4 08Nov2011 1533 mixed 500 692 8000 5 43 1.51470495609 False L 4 a 1 1948 None None None None None None None None None A 1066 0 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 697 8000 5 44 3.43179713051 True X 16 a 1 1386 None None None None None None None None None B 1949 5 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 561 8000 5 45 6.22826463362 True X 4 z 1 981 None None None None None None None None None A 916 2 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 601 8000 5 46 5.96376438111 True X 8 z 1 834 None None None None None None None None None A 1283 0 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 553 8000 5 47 6.23697071705 False L 8 a 0 951 None None None None None None None None None D 1734 10 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 663 8000 5 48 3.82636375764 False L 16 a 1 1852 None None None None None None None None None A 1466 3 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 697 8000 5 49 2.09117265746 True X 16 a 1 802 None None None None None None None None None A 1000 0 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 488 8000 5 50 0.425190995193 False L 8 a 1 1264 None None None None None None None None None B 3883 4 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 616 8000 5 51 1.10616155915 False L 4 z 1 1084 None None None None None None None None None A 1333 2 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 664 8000 5 52 0.415398810922 True L 16 z 1 1035 None None None None None None None None None A 1049 1 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 523 8000 5 53 0.76022314828 True L 16 a 1 1235 None None None None None None None None None A 1217 1 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 632 8000 5 54 1.36335809549 False L 16 z 1 3081 None None None None None None None None None C 1000 7 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 510 8000 5 55 3.63286939705 True X 4 z 1 1034 None None None None None None None None None A 2200 1 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 484 8000 5 56 1.559503892 False L 16 a 1 3199 None None None None None None None None None D 617 9 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 557 8000 5 57 5.45088717626 False X 8 z 1 918 None None None None None None None None None A 1201 0 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 604 8000 5 58 6.15781063494 False X 4 z 1 701 None None None None None None None None None A 1076 0 Vert
vs12 tamara 4 4 08Nov2011 1534 mixed 500 586 8000 5 59 0.359947582975 False X 8 a 1 1001 None None None None None None None None None A 1449 0 Rouge
vs12 tamara 4 4 08Nov2011 1534 mixed 500 522 8000 5 60 0.691027896173 True X 8 z 1 868 None None None None None None None None None A 1034 0 Vert
vs12 tamara 4 4 08Nov2011 1535 mixed 500 527 8000 6 1 4.06762157537 False L 8 a 1 1352 None None None None None None None None None A 2865 2 Rouge
vs12 tamara 4 4 08Nov2011 1535 mixed 500 434 8000 6 2 5.22433383458 True X 16 a 1 1585 None None None None None None None None None B 1549 5 Rouge
vs12 tamara 4 4 08Nov2011 1535 mixed 500 499 8000 6 3 0.161990585522 True L 8 a 1 1751 None None None None None None None None None B 1013 4 Rouge
vs12 tamara 4 4 08Nov2011 1535 mixed 500 571 8000 6 4 5.45100107632 True X 8 a 1 902 None None None None None None None None None A 1082 2 Rouge
vs12 tamara 4 4 08Nov2011 1535 mixed 500 625 8000 6 5 3.84922630603 False X 16 z 1 768 None None None None None None None None None A 1333 0 Vert
vs12 tamara 4 4 08Nov2011 1535 mixed 500 598 8000 6 6 4.12940937857 False L 8 z 1 1665 None None None None None None None None None A 966 3 Vert
vs12 tamara 4 4 08Nov2011 1535 mixed 500 445 8000 6 7 4.88009455557 False L 4 z 1 1051 None None None None None None None None None A 1017 3 Vert
vs12 tamara 4 4 08Nov2011 1535 mixed 500 483 8000 6 8 3.71483403101 True L 4 z 1 1150 None None None None None None None None None A 1300 2 Vert
vs12 tamara 4 4 08Nov2011 1535 mixed 500 407 8000 6 9 3.25572110098 False X 4 a 1 895 None None None None None None None None None A 2600 0 Rouge
vs12 tamara 4 4 08Nov2011 1535 mixed 500 423 8000 6 10 2.38581313288 False L 4 z 1 1550 None None None None None None None None None A 1851 3 Vert
vs12 tamara 4 4 08Nov2011 1535 mixed 500 673 8000 6 11 2.4710261693 True L 4 z 1 1481 None None None None None None None None None B 1183 5 Vert
vs12 tamara 4 4 08Nov2011 1535 mixed 500 582 8000 6 12 2.47774107534 False X 4 a 1 1184 None None None None None None None None None A 1000 2 Rouge
vs12 tamara 4 4 08Nov2011 1536 mixed 500 562 8000 6 13 1.13691934826 False X 4 a 1 684 None None None None None None None None None A 1065 1 Rouge
vs12 tamara 4 4 08Nov2011 1536 mixed 500 497 8000 6 14 3.16627837406 False L 8 a 1 2351 None None None None None None None None None B 950 5 Rouge
vs12 tamara 4 4 08Nov2011 1536 mixed 500 531 8000 6 15 0.838833095239 True X 16 z 1 951 None None None None None None None None None A 1117 0 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 537 8000 6 16 0.687821977486 True X 8 a 1 863 None None None None None None None None None A 1134 0 Rouge
vs12 tamara 4 4 08Nov2011 1536 mixed 500 448 8000 6 17 1.2226579501 False X 8 z 1 1035 None None None None None None None None None A 1366 0 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 628 8000 6 18 0.84666257625 False X 16 z 1 902 None None None None None None None None None A 967 0 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 469 8000 6 19 0.180212689599 False L 8 z 1 2831 None None None None None None None None None D 1050 9 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 557 8000 6 20 2.18260851891 False L 8 a 1 2218 None None None None None None None None None B 2644 5 Rouge
vs12 tamara 4 4 08Nov2011 1536 mixed 500 580 8000 6 21 4.56418679079 False X 8 z 1 752 None None None None None None None None None A 1983 1 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 664 8000 6 22 4.7335004484 True L 8 z 1 2301 None None None None None None None None None D 1097 8 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 451 8000 6 23 3.47040640637 True L 16 z 1 1037 None None None None None None None None None A 784 2 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 584 8000 6 24 2.74149863022 True X 4 z 1 767 None None None None None None None None None A 1133 0 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 497 8000 6 25 5.21092291314 True L 4 a 1 1614 None None None None None None None None None A 1550 2 Rouge
vs12 tamara 4 4 08Nov2011 1536 mixed 500 617 8000 6 26 1.0104196347 False X 8 z 1 800 None None None None None None None None None A 967 0 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 476 8000 6 27 1.78654034627 False X 16 a 1 1235 None None None None None None None None None A 1944 1 Rouge
vs12 tamara 4 4 08Nov2011 1536 mixed 500 687 8000 6 28 4.0540603344 True X 16 z 1 1219 None None None None None None None None None A 2433 1 Vert
vs12 tamara 4 4 08Nov2011 1536 mixed 500 694 8000 6 29 1.28252988642 False L 16 z 1 2386 None None None None None None None None None B 1449 4 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 693 8000 6 30 4.06818652287 False X 16 a 1 769 None None None None None None None None None A 1650 1 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 473 8000 6 31 2.16564846607 True X 16 z 1 2068 None None None None None None None None None A 1128 1 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 700 8000 6 32 3.39505195705 True L 8 z 1 2218 None None None None None None None None None A 2750 2 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 479 8000 6 33 2.59011753428 False X 4 z 1 717 None None None None None None None None None A 946 0 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 401 8000 6 34 3.82918375512 True X 4 a 1 767 None None None None None None None None None A 1117 0 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 542 8000 6 35 3.91323927291 True L 16 a 1 3918 None None None None None None None None None D 2147 8 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 484 8000 6 36 0.939187978047 True L 16 a 1 769 None None None None None None None None None A 950 2 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 691 8000 6 37 2.76693006939 False X 8 a 1 1151 None None None None None None None None None A 1333 2 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 554 8000 6 38 3.84949562786 True L 4 z 1 2884 None None None None None None None None None D 1067 9 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 519 8000 6 39 1.62971929971 False L 16 z 1 2419 None None None None None None None None None C 1129 6 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 608 8000 6 40 3.52232287768 True X 4 a 1 834 None None None None None None None None None A 1032 1 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 581 8000 6 41 5.50504938555 False X 4 a 1 1083 None None None None None None None None None A 1451 2 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 522 8000 6 42 3.80144410332 True L 16 z 1 1232 None None None None None None None None None A 1301 2 Vert
