manip subject session order mm tm trialType iti fixDur stimDur nBlock nTrial alpha present targType nItems resp acc rt confidence estNItems estTime confidenceRT estNItemsRT estTimeRT RecRT Erreur REC Rec2Type RecRT2 Rec2 couleur
vs12 tamara 4 4 08Nov2011 1537 mixed 500 645 8000 6 43 1.40712268645 False X 16 a 1 1069 None None None None None None None None None A 1283 0 Rouge
vs12 tamara 4 4 08Nov2011 1537 mixed 500 420 8000 6 44 0.870904338991 True X 4 z 1 851 None None None None None None None None None A 1066 0 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 449 8000 6 45 4.80788332438 True L 8 z 1 2462 None None None None None None None None None B 2384 5 Vert
vs12 tamara 4 4 08Nov2011 1537 mixed 500 614 8000 6 46 4.37535485669 False L 16 z 1 2001 None None None None None None None None None C 1349 6 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 637 8000 6 47 4.77517438677 True X 16 a 1 886 None None None None None None None None None A 1616 3 Rouge
vs12 tamara 4 4 08Nov2011 1538 mixed 500 521 8000 6 48 1.5201114704 False X 8 z 1 785 None None None None None None None None None A 1184 1 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 592 8000 6 49 4.52223833136 True L 8 a 1 1610 None None None None None None None None None A 2767 1 Rouge
vs12 tamara 4 4 08Nov2011 1538 mixed 500 481 8000 6 50 4.74999414563 False L 4 z 1 818 None None None None None None None None None A 1167 0 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 590 8000 6 51 0.103623500385 True X 8 z 1 1399 None None None None None None None None None A 1267 0 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 443 8000 6 52 1.18107160245 False L 4 z 1 2034 None None None None None None None None None B 850 4 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 677 8000 6 53 6.1417605791 False L 16 a 1 3132 None None None None None None None None None B 1766 4 Rouge
vs12 tamara 4 4 08Nov2011 1538 mixed 500 560 8000 6 54 6.06807745969 False L 16 z 1 5716 None None None None None None None None None D 1184 9 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 537 8000 6 55 4.87009325574 True X 8 z 1 1334 None None None None None None None None None A 1349 0 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 416 8000 6 56 1.66122750153 True X 8 z 1 585 None None None None None None None None None A 1228 0 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 552 8000 6 57 5.41718054625 False L 4 z 1 1400 None None None None None None None None None A 1683 0 Vert
vs12 tamara 4 4 08Nov2011 1538 mixed 500 465 8000 6 58 4.19653283294 True L 4 a 1 1318 None None None None None None None None None A 983 1 Rouge
vs12 tamara 4 4 08Nov2011 1538 mixed 500 482 8000 6 59 5.30330333027 True X 4 z 0 751 None None None None None None None None None D 1833 9 Rouge
vs12 tamara 4 4 08Nov2011 1538 mixed 500 659 8000 6 60 6.13336159172 True L 16 z 1 1785 None None None None None None None None None B 1783 4 Vert
vs12 tamara 4 4 08Nov2011 1539 mixed 500 453 8000 7 1 3.17967418749 True X 4 z 1 968 None None None None None None None None None A 1217 0 Vert
vs12 tamara 4 4 08Nov2011 1539 mixed 500 433 8000 7 2 4.64155375437 False L 8 a 1 1034 None None None None None None None None None A 2049 2 Rouge
vs12 tamara 4 4 08Nov2011 1539 mixed 500 663 8000 7 3 3.63939466245 False L 8 a 1 2400 None None None None None None None None None C 1066 6 Rouge
vs12 tamara 4 4 08Nov2011 1539 mixed 500 443 8000 7 4 2.99348905439 False X 4 z 1 634 None None None None None None None None None A 1000 0 Vert
vs12 tamara 4 4 08Nov2011 1539 mixed 500 595 8000 7 5 5.30722763725 True L 8 a 1 1465 None None None None None None None None None C 1950 6 Rouge
vs12 tamara 4 4 08Nov2011 1539 mixed 500 456 8000 7 6 2.15309943826 False X 4 a 1 750 None None None None None None None None None A 1067 0 Rouge
vs12 tamara 4 4 08Nov2011 1539 mixed 500 512 8000 7 7 5.02898519151 False L 16 a 1 3147 None None None None None None None None None D 934 9 Rouge
vs12 tamara 4 4 08Nov2011 1539 mixed 500 663 8000 7 8 3.5825399658 True L 4 z 1 1684 None None None None None None None None None C 1800 6 Vert
vs12 tamara 4 4 08Nov2011 1539 mixed 500 580 8000 7 9 4.41489601659 False L 4 a 1 1317 None None None None None None None None None A 1715 3 Rouge
vs12 tamara 4 4 08Nov2011 1539 mixed 500 495 8000 7 10 2.01944993064 True X 16 z 1 985 None None None None None None None None None A 1433 0 Vert
vs12 tamara 4 4 08Nov2011 1539 mixed 500 558 8000 7 11 2.98025897486 False X 8 a 1 851 None None None None None None None None None A 1831 0 Rouge
vs12 tamara 4 4 08Nov2011 1539 mixed 500 453 8000 7 12 5.33225130509 False X 8 z 1 868 None None None None None None None None None A 1216 0 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 592 8000 7 13 1.11968980154 True X 8 z 1 635 None None None None None None None None None A 1034 0 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 495 8000 7 14 4.22598766236 True L 16 a 1 2102 None None None None None None None None None A 1093 3 Rouge
vs12 tamara 4 4 08Nov2011 1540 mixed 500 401 8000 7 15 3.43220354989 True L 4 z 1 1334 None None None None None None None None None A 1118 2 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 586 8000 7 16 1.7223878839 True X 16 z 0 1035 None None None None None None None None None D 1417 10 Rouge
vs12 tamara 4 4 08Nov2011 1540 mixed 500 487 8000 7 17 1.3580944388 False L 4 z 1 2049 None None None None None None None None None A 833 1 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 535 8000 7 18 4.11692752898 True L 4 z 1 1267 None None None None None None None None None A 867 2 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 577 8000 7 19 0.555593974321 False X 4 z 1 1017 None None None None None None None None None A 1464 0 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 500 8000 7 20 1.83339607885 False L 16 z 1 3218 None None None None None None None None None C 833 7 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 416 8000 7 21 0.853017420738 False L 16 a 1 2598 None None None None None None None None None D 817 9 Rouge
vs12 tamara 4 4 08Nov2011 1540 mixed 500 554 8000 7 22 0.895819533938 True L 16 a 1 1435 None None None None None None None None None A 1283 3 Rouge
vs12 tamara 4 4 08Nov2011 1540 mixed 500 603 8000 7 23 0.785573907072 False X 16 a 1 1336 None None None None None None None None None A 1299 2 Rouge
vs12 tamara 4 4 08Nov2011 1540 mixed 500 477 8000 7 24 0.272881346584 False L 4 a 1 2200 None None None None None None None None None A 1100 0 Rouge
vs12 tamara 4 4 08Nov2011 1540 mixed 500 626 8000 7 25 0.936381723903 True L 8 z 1 1168 None None None None None None None None None A 1099 1 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 635 8000 7 26 1.72281378468 False L 8 z 1 1734 None None None None None None None None None A 1184 2 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 411 8000 7 27 3.99929518943 True L 4 z 1 1301 None None None None None None None None None A 884 0 Vert
vs12 tamara 4 4 08Nov2011 1540 mixed 500 563 8000 7 28 3.46884190188 True X 8 a 1 2433 None None None None None None None None None B 984 4 Rouge
vs12 tamara 4 4 08Nov2011 1540 mixed 500 430 8000 7 29 2.62984960685 False L 16 a 1 2435 None None None None None None None None None C 983 6 Rouge
vs12 tamara 4 4 08Nov2011 1541 mixed 500 413 8000 7 30 0.351418678068 True L 16 z 1 2615 None None None None None None None None None C 1283 6 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 499 8000 7 31 1.32818005685 True L 8 z 1 1034 None None None None None None None None None A 1866 3 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 454 8000 7 32 2.62699670924 True L 4 a 1 784 None None None None None None None None None A 1129 0 Rouge
vs12 tamara 4 4 08Nov2011 1541 mixed 500 602 8000 7 33 4.91660288268 True L 16 a 1 2217 None None None None None None None None None C 1634 6 Rouge
vs12 tamara 4 4 08Nov2011 1541 mixed 500 640 8000 7 34 0.698723968942 False X 8 a 1 1962 None None None None None None None None None B 1183 5 Rouge
vs12 tamara 4 4 08Nov2011 1541 mixed 500 620 8000 7 35 2.33844021488 False X 16 a 0 886 None None None None None None None None None A 2699 0 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 526 8000 7 36 4.58985282926 True X 8 a 1 751 None None None None None None None None None A 3195 1 Rouge
vs12 tamara 4 4 08Nov2011 1541 mixed 500 490 8000 7 37 4.11892190349 True L 8 z 1 1534 None None None None None None None None None A 7510 1 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 464 8000 7 38 2.23744230024 False X 16 a 1 2520 None None None None None None None None None B 1180 5 Rouge
vs12 tamara 4 4 08Nov2011 1541 mixed 500 692 8000 7 39 3.29707289808 False L 8 z 1 968 None None None None None None None None None A 916 2 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 616 8000 7 40 3.37863172133 True X 16 z 1 1368 None None None None None None None None None A 1367 1 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 413 8000 7 41 2.84174492111 False X 8 z 1 717 None None None None None None None None None A 1116 0 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 564 8000 7 42 1.7508425534 True L 16 z 1 3518 None None None None None None None None None D 1217 9 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 642 8000 7 43 1.50604423873 False L 4 z 1 748 None None None None None None None None None A 1367 1 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 561 8000 7 44 6.21821594425 False X 4 z 1 917 None None None None None None None None None A 850 1 Vert
vs12 tamara 4 4 08Nov2011 1541 mixed 500 442 8000 7 45 1.2031726062 True X 4 z 1 617 None None None None None None None None None A 1067 1 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 414 8000 7 46 0.614415784374 True L 8 z 1 1329 None None None None None None None None None A 984 2 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 585 8000 7 47 0.00879566990777 True X 8 z 1 1101 None None None None None None None None None A 1034 1 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 651 8000 7 48 1.59827265103 False L 8 a 1 1319 None None None None None None None None None A 1200 2 Rouge
vs12 tamara 4 4 08Nov2011 1542 mixed 500 410 8000 7 49 3.69683371099 True X 16 z 1 1081 None None None None None None None None None A 1334 1 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 407 8000 7 50 3.25496195854 False X 16 z 1 686 None None None None None None None None None A 1233 0 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 695 8000 7 51 1.52213831943 True X 4 a 1 868 None None None None None None None None None A 984 0 Rouge
vs12 tamara 4 4 08Nov2011 1542 mixed 500 663 8000 7 52 3.14067215849 False X 4 z 1 1084 None None None None None None None None None A 1417 0 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 483 8000 7 53 2.45360844417 False L 4 z 1 2101 None None None None None None None None None A 883 1 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 423 8000 7 54 4.50245413618 False X 16 z 1 1517 None None None None None None None None None A 983 0 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 695 8000 7 55 1.42887347095 False X 8 z 1 918 None None None None None None None None None A 1000 0 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 434 8000 7 56 3.33066713018 True X 4 z 1 900 None None None None None None None None None A 950 0 Vert
vs12 tamara 4 4 08Nov2011 1542 mixed 500 561 8000 7 57 6.04307260876 True X 8 a 1 1010 None None None None None None None None None A 899 0 Rouge
vs12 tamara 4 4 08Nov2011 1542 mixed 500 529 8000 7 58 5.20754502546 True X 16 a 1 1002 None None None None None None None None None A 983 0 Rouge
vs12 tamara 4 4 08Nov2011 1542 mixed 500 521 8000 7 59 2.71641056072 True X 4 a 1 601 None None None None None None None None None A 1050 0 Rouge
vs12 tamara 4 4 08Nov2011 1542 mixed 500 441 8000 7 60 4.7029411241 False L 16 z 1 2366 None None None None None None None None None A 850 3 Vert
vs12 tamara 4 4 08Nov2011 1543 mixed 500 694 8000 8 1 2.9499468031 True L 8 a 1 2084 None None None None None None None None None B 1750 4 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 549 8000 8 2 3.13531095999 True L 4 a 1 1082 None None None None None None None None None A 1249 2 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 635 8000 8 3 1.2968023034 True L 16 z 1 3635 None None None None None None None None None C 783 7 Vert
vs12 tamara 4 4 08Nov2011 1543 mixed 500 570 8000 8 4 1.17098130847 True X 8 a 1 1064 None None None None None None None None None A 1016 0 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 420 8000 8 5 2.52553755943 False X 8 z 1 718 None None None None None None None None None A 1149 0 Vert
vs12 tamara 4 4 08Nov2011 1543 mixed 500 535 8000 8 6 5.42526643784 True X 8 z 1 917 None None None None None None None None None A 1083 0 Vert
vs12 tamara 4 4 08Nov2011 1543 mixed 500 647 8000 8 7 0.136605371042 True X 8 z 1 632 None None None None None None None None None A 1149 0 Vert
vs12 tamara 4 4 08Nov2011 1543 mixed 500 601 8000 8 8 4.08099337967 False L 4 a 1 801 None None None None None None None None None A 1534 0 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 506 8000 8 9 1.1816234799 True L 4 a 1 1334 None None None None None None None None None A 1250 2 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 405 8000 8 10 3.18413678542 False L 8 z 1 2317 None None None None None None None None None B 932 5 Vert
vs12 tamara 4 4 08Nov2011 1543 mixed 500 479 8000 8 11 5.25729953936 True X 4 a 1 884 None None None None None None None None None A 2199 2 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 479 8000 8 12 4.04438413631 False X 16 a 1 834 None None None None None None None None None A 2017 0 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 692 8000 8 13 0.396270854809 False X 16 a 1 820 None None None None None None None None None A 1733 0 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 410 8000 8 14 1.07471995144 False L 16 a 1 2133 None None None None None None None None None B 2400 5 Rouge
vs12 tamara 4 4 08Nov2011 1543 mixed 500 577 8000 8 15 4.07602060315 False X 16 z 1 919 None None None None None None None None None A 1133 1 Vert
vs12 tamara 4 4 08Nov2011 1543 mixed 500 642 8000 8 16 4.89896085733 True X 16 a 1 968 None None None None None None None None None A 1479 0 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 696 8000 8 17 2.03765514171 True L 8 a 1 1784 None None None None None None None None None A 1199 3 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 588 8000 8 18 3.41501854531 False L 8 a 1 2449 None None None None None None None None None A 1033 1 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 573 8000 8 19 5.31258594003 True L 16 a 1 1651 None None None None None None None None None B 1367 4 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 660 8000 8 20 1.88719212274 True X 4 a 1 750 None None None None None None None None None A 1348 0 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 423 8000 8 21 3.38453414866 False L 4 z 1 1118 None None None None None None None None None A 1151 0 Vert
vs12 tamara 4 4 08Nov2011 1544 mixed 500 550 8000 8 22 3.45868554951 True X 16 z 1 4101 None None None None None None None None None D 1146 9 Vert
vs12 tamara 4 4 08Nov2011 1544 mixed 500 538 8000 8 23 1.65443765952 True L 4 z 1 1283 None None None None None None None None None A 2000 1 Vert
vs12 tamara 4 4 08Nov2011 1544 mixed 500 525 8000 8 24 2.04393872628 True X 16 a 1 952 None None None None None None None None None A 1150 0 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 419 8000 8 25 3.01911618611 False X 8 a 1 934 None None None None None None None None None A 1583 0 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 576 8000 8 26 5.99928687136 False X 4 z 1 1017 None None None None None None None None None A 1268 2 Vert
vs12 tamara 4 4 08Nov2011 1544 mixed 500 680 8000 8 27 3.83612059653 False L 8 a 1 1068 None None None None None None None None None A 1529 2 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 684 8000 8 28 2.37845444079 True L 16 a 1 1536 None None None None None None None None None A 1167 3 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 646 8000 8 29 4.18469192094 True X 4 z 1 1334 None None None None None None None None None A 1645 0 Vert
vs12 tamara 4 4 08Nov2011 1544 mixed 500 651 8000 8 30 3.33618776958 True X 8 a 1 1168 None None None None None None None None None A 1250 1 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 454 8000 8 31 1.18345160995 False L 8 z 1 2134 None None None None None None None None None A 1764 1 Vert
vs12 tamara 4 4 08Nov2011 1544 mixed 500 658 8000 8 32 0.0974412352639 True L 8 a 1 735 None None None None None None None None None A 1217 0 Rouge
vs12 tamara 4 4 08Nov2011 1544 mixed 500 599 8000 8 33 1.65719989871 False X 4 z 1 1134 None None None None None None None None None A 1133 0 Vert
vs12 tamara 4 4 08Nov2011 1545 mixed 500 555 8000 8 34 4.45928083917 True X 16 a 1 1182 None None None None None None None None None A 1049 0 Rouge
vs12 tamara 4 4 08Nov2011 1545 mixed 500 485 8000 8 35 0.695774093227 True L 16 a 1 2452 None None None None None None None None None A 1083 2 Rouge
vs12 tamara 4 4 08Nov2011 1545 mixed 500 520 8000 8 36 3.08301405819 False L 8 z 1 1085 None None None None None None None None None A 930 0 Vert
vs12 tamara 4 4 08Nov2011 1545 mixed 500 657 8000 8 37 1.79831986032 False X 8 a 1 751 None None None None None None None None None A 4484 0 Rouge
vs12 tamara 4 4 08Nov2011 1545 mixed 500 502 8000 8 38 5.18994943939 True L 16 z 1 2632 None None None None None None None None None B 1249 4 Vert
vs12 tamara 4 4 08Nov2011 1545 mixed 500 411 8000 8 39 5.00220468394 False X 4 z 1 1034 None None None None None None None None None A 1533 1 Vert
vs12 tamara 4 4 08Nov2011 1545 mixed 500 549 8000 8 40 2.57911839857 True L 8 a 1 2196 None None None None None None None None None A 1167 3 Rouge
vs12 tamara 4 4 08Nov2011 1545 mixed 500 653 8000 8 41 2.87540083164 False L 4 z 1 1034 None None None None None None None None None A 3684 2 Vert
vs12 tamara 4 4 08Nov2011 1545 mixed 500 507 8000 8 42 3.46921177996 True L 4 a 1 1016 None None None None None None None None None A 1416 2 Rouge
vs12 tamara 4 4 08Nov2011 1545 mixed 500 457 8000 8 43 2.61695300254 False L 4 a 1 617 None None None None None None None None None A 1083 0 Rouge
vs12 tamara 4 4 08Nov2011 1545 mixed 500 585 8000 8 44 4.90243071387 False L 4 a 1 1217 None None None None None None None None None A 1298 0 Rouge
vs12 tamara 4 4 08Nov2011 1545 mixed 500 678 8000 8 45 2.52862439104 True L 4 z 1 1034 None None None None None None None None None A 1150 1 Vert
