manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,training,task,trialId
vs12,patillon,1,1,21Dec2010,936,parallel,500,538,200,1,25,4.14824308363,0,X,12,a,1,572,8,10,610,1321,2737,4806,0,X among T,10265
vs12,patillon,1,1,21Dec2010,936,parallel,500,577,200,1,26,0.957462987589,1,X,4,z,1,557,9,4,590,1164,2050,3623,0,X among T,10266
vs12,patillon,1,1,21Dec2010,936,parallel,500,514,200,1,27,6.19714636403,1,X,8,z,1,595,9,6,401,863,2407,3679,0,X among T,10267
vs12,patillon,1,1,21Dec2010,936,parallel,500,668,200,1,28,4.48705184007,0,X,12,a,1,599,6,9,358,1321,2662,3534,0,X among T,10268
vs12,patillon,1,1,21Dec2010,936,parallel,500,545,200,1,29,0.648655376633,1,X,8,z,1,556,8,7,446,864,1592,2450,0,X among T,10269
vs12,patillon,1,1,21Dec2010,936,parallel,500,522,200,1,30,5.82074379725,0,X,8,a,1,570,8,8,446,692,1759,2846,0,X among T,10270
vs12,patillon,1,1,21Dec2010,936,parallel,500,663,200,1,31,1.10030525528,1,X,8,z,1,641,9,7,503,735,1364,2421,0,X among T,10271
vs12,patillon,1,1,21Dec2010,936,parallel,500,496,200,1,32,0.515234925654,1,X,12,z,1,540,9,11,467,806,2179,3093,0,X among T,10272
vs12,patillon,1,1,21Dec2010,936,parallel,500,629,200,1,33,5.40816165047,1,X,8,z,1,585,8,7,596,1235,2136,3006,0,X among T,10273
vs12,patillon,1,1,21Dec2010,937,parallel,500,652,200,1,34,0.1341412968,0,X,4,a,1,671,9,3,652,877,1434,2264,0,X among T,10274
vs12,patillon,1,1,21Dec2010,937,parallel,500,505,200,1,35,3.1026904469,0,X,4,a,1,641,9,4,877,1249,1990,2533,0,X among T,10275
vs12,patillon,1,1,21Dec2010,937,parallel,500,578,200,1,36,1.52194220101,1,X,8,z,1,642,9,8,417,1280,2180,3124,0,X among T,10276
vs12,patillon,1,1,21Dec2010,937,parallel,500,632,200,1,37,3.74168978356,1,X,2,z,1,785,10,2,818,1016,1716,2489,0,X among T,10277
vs12,patillon,1,1,21Dec2010,937,parallel,500,429,200,1,38,4.58676885439,0,X,4,a,1,628,9,4,581,1021,1807,2679,0,X among T,10278
vs12,patillon,1,1,21Dec2010,937,parallel,500,687,200,1,39,2.24732201958,0,X,8,z,0,453,0,7,517,2624,5813,6942,0,X among T,10279
vs12,patillon,1,1,21Dec2010,937,parallel,500,685,200,1,40,4.65830062103,1,X,12,z,1,643,9,8,613,835,2551,3151,0,X among T,10280
vs12,patillon,1,1,21Dec2010,938,parallel,500,459,200,2,1,2.0153424964,1,X,4,a,0,843,2,3,685,7666,4421,5136,0,X among T,10281
vs12,patillon,1,1,21Dec2010,938,parallel,500,681,200,2,2,1.35648661057,1,X,12,z,1,824,8,9,821,1464,2623,4438,0,X among T,10282
vs12,patillon,1,1,21Dec2010,938,parallel,500,673,200,2,3,1.46642801528,0,X,8,a,1,771,8,8,565,1079,1891,2663,0,X among T,10283
vs12,patillon,1,1,21Dec2010,938,parallel,500,631,200,2,4,2.8744047816,0,X,2,a,1,743,9,1,920,820,1920,3723,0,X among T,10284
vs12,patillon,1,1,21Dec2010,938,parallel,500,648,200,2,5,0.826290245441,1,X,8,z,1,485,9,8,771,763,1649,2621,0,X among T,10285
vs12,patillon,1,1,21Dec2010,938,parallel,500,630,200,2,6,4.93568554122,1,X,12,z,1,528,8,11,795,807,1664,2904,0,X among T,10286
vs12,patillon,1,1,21Dec2010,938,parallel,500,642,200,2,7,5.03536958813,0,X,8,a,1,1630,0,6,1157,1179,2980,5166,0,X among T,10287
vs12,patillon,1,1,21Dec2010,938,parallel,500,562,200,2,8,2.14296992428,0,X,4,a,1,800,8,4,821,1021,1878,3895,0,X among T,10288
vs12,patillon,1,1,21Dec2010,938,parallel,500,425,200,2,9,2.84652776415,0,X,12,a,1,625,9,9,707,863,2121,3065,0,X among T,10289
vs12,patillon,1,1,21Dec2010,938,parallel,500,590,200,2,10,4.97027909647,0,X,4,a,1,542,9,4,510,692,1492,2622,0,X among T,10290
vs12,patillon,1,1,21Dec2010,938,parallel,500,621,200,2,11,0.703932494107,1,X,2,z,1,613,8,2,715,1077,2106,2878,0,X among T,10291
vs12,patillon,1,1,21Dec2010,939,parallel,500,684,200,2,12,4.64733068044,1,X,2,z,1,528,9,1,665,649,1535,2200,0,X among T,10292
vs12,patillon,1,1,21Dec2010,939,parallel,500,487,200,2,13,5.9871634512,0,X,2,a,1,615,9,2,706,2193,3052,3852,0,X among T,10293
vs12,patillon,1,1,21Dec2010,939,parallel,500,513,200,2,14,3.72679963592,0,X,8,a,1,671,8,7,662,559,1517,2360,0,X among T,10294
vs12,patillon,1,1,21Dec2010,939,parallel,500,554,200,2,15,3.66064847428,1,X,8,z,1,571,8,7,923,692,1321,3223,0,X among T,10295
vs12,patillon,1,1,21Dec2010,939,parallel,500,600,200,2,16,1.28865550401,1,X,2,z,1,557,9,2,805,1220,2049,2994,0,X among T,10296
vs12,patillon,1,1,21Dec2010,939,parallel,500,681,200,2,17,2.82864008007,1,X,4,z,1,570,10,4,802,936,1679,2475,0,X among T,10297
vs12,patillon,1,1,21Dec2010,939,parallel,500,404,200,2,18,2.44523338037,0,X,12,a,1,585,9,9,550,878,2179,3022,0,X among T,10298
vs12,patillon,1,1,21Dec2010,939,parallel,500,550,200,2,19,2.38185638591,0,X,8,a,1,642,9,7,708,835,1502,2302,0,X among T,10299
vs12,patillon,1,1,21Dec2010,939,parallel,500,472,200,2,20,2.21156668545,0,X,4,a,1,757,8,4,653,2521,1636,4639,0,X among T,10300
vs12,patillon,1,1,21Dec2010,939,parallel,500,698,200,2,21,1.90154343729,0,X,8,a,1,572,9,6,668,678,3924,5196,0,X among T,10301
vs12,patillon,1,1,21Dec2010,939,parallel,500,541,200,2,22,5.46803714342,1,X,4,z,1,613,9,4,577,1235,2550,3351,0,X among T,10302
vs12,patillon,1,1,21Dec2010,939,parallel,500,636,200,2,23,1.84285789566,1,X,12,z,1,728,9,9,720,693,2435,3278,0,X among T,10303
vs12,patillon,1,1,21Dec2010,940,parallel,500,408,200,2,24,4.05417122815,0,X,12,a,1,628,9,11,632,892,2035,2950,0,X among T,10304
vs12,patillon,1,1,21Dec2010,940,parallel,500,608,200,2,25,2.55136950445,0,X,2,a,1,911,9,2,893,948,1649,2363,0,X among T,10305
vs12,patillon,1,1,21Dec2010,940,parallel,500,525,200,2,26,4.88681060277,1,X,8,z,1,528,9,7,702,906,3280,4536,0,X among T,10306
vs12,patillon,1,1,21Dec2010,940,parallel,500,465,200,2,27,0.48450646821,1,X,2,z,1,427,9,1,372,933,1663,2920,0,X among T,10307
vs12,patillon,1,1,21Dec2010,940,parallel,500,567,200,2,28,2.95947834808,0,X,4,a,1,657,10,4,700,1331,1975,3103,0,X among T,10308
vs12,patillon,1,1,21Dec2010,940,parallel,500,418,200,2,29,0.0215076152465,1,X,4,z,1,642,10,4,781,1350,2121,3737,0,X among T,10309
vs12,patillon,1,1,21Dec2010,940,parallel,500,635,200,2,30,5.01594758633,1,X,12,z,1,485,10,10,555,1265,2237,2965,0,X among T,10310
vs12,patillon,1,1,21Dec2010,940,parallel,500,513,200,2,31,3.72231143351,0,X,4,z,0,399,0,4,658,1707,2934,4150,0,X among T,10311
vs12,patillon,1,1,21Dec2010,940,parallel,500,520,200,2,32,4.47823304032,1,X,8,z,1,542,9,8,701,949,2165,3123,0,X among T,10312
vs12,patillon,1,1,21Dec2010,940,parallel,500,696,200,2,33,4.75066871562,0,X,2,a,1,800,7,2,746,1550,2865,3752,0,X among T,10313
vs12,patillon,1,1,21Dec2010,940,parallel,500,616,200,2,34,5.24943182228,1,X,2,z,1,600,9,2,687,978,1862,2906,0,X among T,10314
vs12,patillon,1,1,21Dec2010,940,parallel,500,581,200,2,35,1.47471092263,1,X,8,z,1,542,9,7,763,792,1636,2407,0,X among T,10315
vs12,patillon,1,1,21Dec2010,941,parallel,500,420,200,2,36,0.829494822659,0,X,12,a,1,656,9,6,573,646,1661,2947,0,X among T,10316
vs12,patillon,1,1,21Dec2010,941,parallel,500,635,200,2,37,5.58835295751,1,X,12,z,1,499,9,10,681,821,1393,2064,0,X among T,10317
vs12,patillon,1,1,21Dec2010,941,parallel,500,606,200,2,38,4.62301576318,1,X,4,z,1,551,9,4,607,633,1320,2320,0,X among T,10318
vs12,patillon,1,1,21Dec2010,941,parallel,500,544,200,2,39,4.29291146369,0,X,2,a,1,628,9,1,930,706,1277,2550,0,X among T,10319
vs12,patillon,1,1,21Dec2010,941,parallel,500,497,200,2,40,6.2254961724,0,X,12,a,1,901,10,10,1073,749,4624,2780,0,X among T,10320
vs12,patillon,1,1,21Dec2010,941,parallel,500,568,200,3,1,2.65295814251,1,X,12,z,1,656,9,10,797,721,1564,2321,0,X among T,10321
vs12,patillon,1,1,21Dec2010,941,parallel,500,672,200,3,2,3.11655479556,1,X,8,z,1,514,9,6,788,835,1507,2507,0,X among T,10322
vs12,patillon,1,1,21Dec2010,941,parallel,500,471,200,3,3,0.720325308275,0,X,12,a,1,622,6,9,705,1594,2552,4182,0,X among T,10323
vs12,patillon,1,1,21Dec2010,942,parallel,500,547,200,3,4,5.06958342944,1,X,2,z,1,485,9,1,452,863,1746,2604,0,X among T,10324
vs12,patillon,1,1,21Dec2010,942,parallel,500,667,200,3,5,0.610898613528,1,X,8,z,1,542,9,8,396,677,1592,2765,0,X among T,10325
vs12,patillon,1,1,21Dec2010,942,parallel,500,604,200,3,6,1.96779306625,0,X,2,a,1,557,9,1,612,1018,1919,3464,0,X among T,10326
vs12,patillon,1,1,21Dec2010,942,parallel,500,417,200,3,7,3.52336689813,1,X,4,z,1,713,9,4,541,1707,3050,4333,0,X among T,10327
vs12,patillon,1,1,21Dec2010,942,parallel,500,646,200,3,8,5.80967656363,1,X,2,z,1,570,10,2,791,705,2106,3036,0,X among T,10328
vs12,patillon,1,1,21Dec2010,942,parallel,500,473,200,3,9,3.03585570194,1,X,4,z,1,557,10,4,635,1247,2162,2978,0,X among T,10329
vs12,patillon,1,1,21Dec2010,942,parallel,500,673,200,3,10,0.744234424731,0,X,4,a,1,585,9,4,651,1279,2065,2937,0,X among T,10330
vs12,patillon,1,1,21Dec2010,942,parallel,500,644,200,3,11,1.1887353585,1,X,12,z,1,557,9,12,712,907,1764,2493,0,X among T,10331
vs12,patillon,1,1,21Dec2010,942,parallel,500,467,200,3,12,0.259993493157,1,X,4,z,1,614,9,4,705,949,1606,2445,0,X among T,10332
vs12,patillon,1,1,21Dec2010,942,parallel,500,606,200,3,13,2.95165596291,0,X,4,a,1,514,10,4,635,1120,1978,2750,0,X among T,10333
vs12,patillon,1,1,21Dec2010,942,parallel,500,450,200,3,14,0.116879789674,0,X,12,a,1,642,9,10,803,720,1607,3435,0,X among T,10334
vs12,patillon,1,1,21Dec2010,942,parallel,500,536,200,3,15,1.40143960647,0,X,4,a,1,413,10,3,715,821,1750,2608,0,X among T,10335
vs12,patillon,1,1,21Dec2010,943,parallel,500,482,200,3,16,4.89031580785,1,X,8,z,1,671,10,8,613,1132,1703,2746,0,X among T,10336
vs12,patillon,1,1,21Dec2010,943,parallel,500,414,200,3,17,5.54879962593,0,X,8,a,1,714,9,7,540,764,1563,2450,0,X among T,10337
vs12,patillon,1,1,21Dec2010,943,parallel,500,527,200,3,18,2.34994462132,1,X,2,z,1,540,10,1,963,791,2478,3222,0,X among T,10338
vs12,patillon,1,1,21Dec2010,943,parallel,500,420,200,3,19,1.08389317964,0,X,2,a,1,585,10,1,848,777,1749,3633,0,X among T,10339
vs12,patillon,1,1,21Dec2010,943,parallel,500,425,200,3,20,0.874924413881,0,X,12,a,1,657,5,9,908,2136,3223,5053,0,X among T,10340
vs12,patillon,1,1,21Dec2010,943,parallel,500,518,200,3,21,0.682155561124,0,X,12,a,1,686,9,11,731,1294,2094,2837,0,X among T,10341
vs12,patillon,1,1,21Dec2010,943,parallel,500,454,200,3,22,5.92184805496,1,X,8,z,1,599,9,8,890,3007,4193,6381,0,X among T,10342
vs12,patillon,1,1,21Dec2010,943,parallel,500,648,200,3,23,0.503719374926,1,X,2,z,1,570,9,2,676,749,1478,2260,0,X among T,10343
vs12,patillon,1,1,21Dec2010,943,parallel,500,676,200,3,24,1.08860814802,0,X,2,z,0,514,0,2,428,1521,2993,4166,0,X among T,10344
vs12,patillon,1,1,21Dec2010,943,parallel,500,600,200,3,25,3.65443915813,1,X,2,z,1,669,10,1,535,820,1634,3523,0,X among T,10345
vs12,patillon,1,1,21Dec2010,943,parallel,500,554,200,3,26,0.569841128217,0,X,12,a,1,643,9,10,640,693,1493,2962,0,X among T,10346
vs12,patillon,1,1,21Dec2010,943,parallel,500,512,200,3,27,0.279792575009,0,X,4,a,1,627,10,4,353,992,1935,2664,0,X among T,10347
vs12,patillon,1,1,21Dec2010,944,parallel,500,535,200,3,28,0.501574389893,0,X,8,a,1,514,9,8,453,1718,2819,3648,0,X among T,10348
vs12,patillon,1,1,21Dec2010,944,parallel,500,633,200,3,29,0.103659801593,0,X,8,a,1,557,9,7,536,777,1478,2621,0,X among T,10349
vs12,patillon,1,1,21Dec2010,944,parallel,500,660,200,3,30,3.92264558452,1,X,4,z,1,671,9,4,562,1407,2450,3208,0,X among T,10350
vs12,patillon,1,1,21Dec2010,944,parallel,500,484,200,3,31,3.08923288055,1,X,12,z,1,542,9,11,498,1108,2734,3420,0,X among T,10351
vs12,patillon,1,1,21Dec2010,944,parallel,500,629,200,3,32,3.81298597224,0,X,2,a,1,514,9,1,490,720,1348,2163,0,X among T,10352
vs12,patillon,1,1,21Dec2010,944,parallel,500,447,200,3,33,0.228446438772,0,X,4,a,1,599,10,3,537,1104,1976,2834,0,X among T,10353
vs12,patillon,1,1,21Dec2010,944,parallel,500,437,200,3,34,2.04364522791,1,X,8,z,1,700,10,8,543,1450,2050,3208,0,X among T,10354
vs12,patillon,1,1,21Dec2010,944,parallel,500,516,200,3,35,6.09734752112,1,X,4,z,1,543,10,3,606,835,1463,2236,0,X among T,10355
vs12,patillon,1,1,21Dec2010,944,parallel,500,557,200,3,36,1.60024322605,1,X,12,z,1,599,9,11,588,1007,1765,2722,0,X among T,10356
vs12,patillon,1,1,21Dec2010,944,parallel,500,533,200,3,37,4.89853675261,0,X,2,z,0,757,0,2,668,2522,3581,4337,0,X among T,10357
vs12,patillon,1,1,21Dec2010,944,parallel,500,433,200,3,38,1.56691543382,0,X,8,a,1,756,10,7,685,1019,1647,2390,0,X among T,10358
vs12,patillon,1,1,21Dec2010,944,parallel,500,573,200,3,39,2.63316622649,0,X,8,a,1,742,7,7,580,1178,2494,3337,0,X among T,10359
vs12,patillon,1,1,21Dec2010,945,parallel,500,433,200,3,40,0.232797503881,1,X,12,z,1,599,9,8,711,1307,3538,4724,0,X among T,10360
vs12,patillon,1,1,21Dec2010,945,parallel,500,488,200,4,1,1.77041167754,0,X,12,a,1,614,9,10,846,1664,2736,3794,0,X among T,10361
vs12,patillon,1,1,21Dec2010,945,parallel,500,618,200,4,2,1.4034913102,1,X,8,z,1,508,8,7,702,906,2149,3651,0,X among T,10362
vs12,patillon,1,1,21Dec2010,946,parallel,500,506,200,4,3,0.364192346505,0,X,8,a,1,1315,1,7,1192,1536,2520,4293,0,X among T,10363
vs12,patillon,1,1,21Dec2010,946,parallel,500,510,200,4,4,1.99666218891,0,X,8,a,1,642,8,7,655,963,1764,2693,0,X among T,10364
vs12,patillon,1,1,21Dec2010,946,parallel,500,635,200,4,5,3.48732228658,0,X,8,a,1,600,9,7,707,863,1635,2578,0,X among T,10365
vs12,patillon,1,1,21Dec2010,946,parallel,500,628,200,4,6,4.19598257871,0,X,12,a,1,613,9,8,600,721,2404,3218,0,X among T,10366
vs12,patillon,1,1,21Dec2010,946,parallel,500,476,200,4,7,4.13164196628,1,X,2,z,1,685,9,2,918,748,1463,2692,0,X among T,10367
vs12,patillon,1,1,21Dec2010,946,parallel,500,464,200,4,8,6.08928627137,0,X,2,a,1,642,9,1,898,578,1161,2233,0,X among T,10368
vs12,patillon,1,1,21Dec2010,946,parallel,500,446,200,4,9,4.12101608211,0,X,4,a,1,542,9,4,761,663,1635,2965,0,X among T,10369
vs12,patillon,1,1,21Dec2010,946,parallel,500,440,200,4,10,0.379707540783,1,X,2,a,0,628,0,2,796,1647,3334,4664,0,X among T,10370
vs12,patillon,1,1,21Dec2010,946,parallel,500,512,200,4,11,1.45213453861,1,X,8,z,1,685,9,7,806,849,1564,2676,0,X among T,10371
vs12,patillon,1,1,21Dec2010,946,parallel,500,422,200,4,12,2.16135719048,1,X,12,z,1,571,9,10,755,979,2008,2793,0,X among T,10372
vs12,patillon,1,1,21Dec2010,946,parallel,500,630,200,4,13,4.61548890499,0,X,2,a,1,527,10,1,627,734,1387,2274,0,X among T,10373
vs12,patillon,1,1,21Dec2010,946,parallel,500,455,200,4,14,1.4392702701,1,X,4,z,1,714,9,4,668,834,1606,2306,0,X among T,10374
vs12,patillon,1,1,21Dec2010,946,parallel,500,442,200,4,15,6.05738081938,1,X,12,z,1,528,10,11,595,936,1934,2676,0,X among T,10375
vs12,patillon,1,1,21Dec2010,946,parallel,500,585,200,4,16,4.3856150477,1,X,4,z,1,657,9,4,548,663,1420,2293,0,X among T,10376
vs12,patillon,1,1,21Dec2010,947,parallel,500,519,200,4,17,1.20467810185,0,X,8,a,1,628,8,7,625,602,1373,2431,0,X among T,10377
vs12,patillon,1,1,21Dec2010,947,parallel,500,534,200,4,18,2.51245374965,1,X,2,z,1,570,9,2,670,1178,1721,2436,0,X among T,10378
vs12,patillon,1,1,21Dec2010,947,parallel,500,432,200,4,19,3.94153758028,1,X,8,z,1,499,10,8,827,904,1476,2290,0,X among T,10379
vs12,patillon,1,1,21Dec2010,947,parallel,500,639,200,4,20,1.14959886183,0,X,12,a,1,614,10,10,477,1122,2352,3194,0,X among T,10380
vs12,patillon,1,1,21Dec2010,947,parallel,500,407,200,4,21,2.86052213861,1,X,2,z,1,542,9,2,663,777,1363,2035,0,X among T,10381
vs12,patillon,1,1,21Dec2010,947,parallel,500,686,200,4,22,0.559463579599,0,X,4,a,1,471,10,4,657,777,1507,2107,0,X among T,10382
vs12,patillon,1,1,21Dec2010,947,parallel,500,569,200,4,23,5.49599673023,1,X,4,z,1,452,9,4,610,2722,1478,3366,0,X among T,10383
vs12,patillon,1,1,21Dec2010,947,parallel,500,440,200,4,24,1.06543091059,0,X,2,a,1,514,9,2,641,863,1764,2450,0,X among T,10384
vs12,patillon,1,1,21Dec2010,947,parallel,500,643,200,4,25,1.36718102695,0,X,8,a,1,657,9,8,625,735,2780,4010,0,X among T,10385
vs12,patillon,1,1,21Dec2010,947,parallel,500,553,200,4,26,4.16601785588,1,X,8,z,1,514,10,7,615,759,1502,2045,0,X among T,10386
vs12,patillon,1,1,21Dec2010,947,parallel,500,690,200,4,27,3.98598282709,1,X,12,z,1,470,10,11,723,806,2150,3008,0,X among T,10387
vs12,patillon,1,1,21Dec2010,947,parallel,500,697,200,4,28,1.65746468405,0,X,2,a,1,483,9,2,718,1077,2393,3223,0,X among T,10388
vs12,patillon,1,1,21Dec2010,947,parallel,500,647,200,4,29,1.29404774721,0,X,12,z,0,914,0,11,563,1751,2904,3691,0,X among T,10389
vs12,patillon,1,1,21Dec2010,948,parallel,500,676,200,4,30,6.0151439269,1,X,12,z,1,500,9,11,575,735,1750,2808,0,X among T,10390
vs12,patillon,1,1,21Dec2010,948,parallel,500,570,200,4,31,0.626985379148,1,X,4,z,1,714,10,3,503,933,1689,2604,0,X among T,10391
vs12,patillon,1,1,21Dec2010,948,parallel,500,700,200,4,32,3.47172917928,0,X,2,a,1,571,9,1,530,3921,4907,6381,0,X among T,10392
vs12,patillon,1,1,21Dec2010,948,parallel,500,639,200,4,33,4.3455664611,0,X,4,a,1,1057,10,3,1071,992,1750,2450,0,X among T,10393
vs12,patillon,1,1,21Dec2010,948,parallel,500,590,200,4,34,5.06495784634,1,X,2,z,1,571,10,1,616,905,1691,2578,0,X among T,10394
vs12,patillon,1,1,21Dec2010,948,parallel,500,512,200,4,35,3.78369625142,1,X,4,z,1,470,10,4,817,1164,1950,2544,0,X among T,10395
vs12,patillon,1,1,21Dec2010,948,parallel,500,402,200,4,36,0.875464718762,1,X,8,z,1,513,10,7,767,1035,1864,3065,0,X among T,10396
vs12,patillon,1,1,21Dec2010,948,parallel,500,691,200,4,37,5.51764245833,0,X,12,a,1,899,10,9,960,734,4192,1475,0,X among T,10397
vs12,patillon,1,1,21Dec2010,948,parallel,500,434,200,4,38,6.06935443893,0,X,4,a,1,614,10,4,600,891,1706,2407,0,X among T,10398
vs12,patillon,1,1,21Dec2010,948,parallel,500,688,200,4,39,4.14340188246,0,X,4,a,1,570,9,3,851,1064,1807,3065,0,X among T,10399
vs12,patillon,1,1,21Dec2010,948,parallel,500,409,200,4,40,4.55817804371,1,X,12,z,1,555,10,10,786,764,1679,2262,0,X among T,10400
vs12,patillon,1,1,21Dec2010,949,parallel,500,697,200,5,1,0.77521651895,1,X,2,z,1,1667,9,1,1190,1063,1906,2664,0,X among T,10401
vs12,patillon,1,1,21Dec2010,949,parallel,500,647,200,5,2,0.106619760467,1,X,12,z,1,555,9,10,516,977,1692,2263,0,X among T,10402
vs12,patillon,1,1,21Dec2010,949,parallel,500,482,200,5,3,2.04360763262,0,X,12,a,1,585,9,10,817,749,1507,2220,0,X among T,10403
vs12,patillon,1,1,21Dec2010,949,parallel,500,544,200,5,4,0.768324781215,1,X,12,z,1,485,9,11,908,749,1592,2850,0,X among T,10404
vs12,patillon,1,1,21Dec2010,949,parallel,500,504,200,5,5,3.0428133689,0,X,8,a,1,556,9,7,705,749,1219,1762,0,X among T,10405
vs12,patillon,1,1,21Dec2010,949,parallel,500,432,200,5,6,2.47741767543,1,X,4,z,1,514,10,3,816,578,1121,1735,0,X among T,10406
vs12,patillon,1,1,21Dec2010,949,parallel,500,521,200,5,7,2.5891109242,1,X,8,z,1,527,10,7,915,918,1448,2276,0,X among T,10407
vs12,patillon,1,1,21Dec2010,949,parallel,500,690,200,5,8,4.29778560025,0,X,2,a,1,427,9,2,522,834,1548,2535,0,X among T,10408
vs12,patillon,1,1,21Dec2010,950,parallel,500,560,200,5,9,5.80337474856,0,X,4,a,1,370,9,4,513,830,1631,2260,0,X among T,10409
vs12,patillon,1,1,21Dec2010,950,parallel,500,501,200,5,10,3.77785772531,1,X,4,a,0,528,0,3,835,2594,4238,4866,0,X among T,10410
vs12,patillon,1,1,21Dec2010,950,parallel,500,567,200,5,11,6.25929892933,1,X,8,z,1,499,10,7,686,835,1449,2837,0,X among T,10411
vs12,patillon,1,1,21Dec2010,950,parallel,500,554,200,5,12,1.58163195789,1,X,8,z,1,442,10,7,736,763,1573,2316,0,X among T,10412
vs12,patillon,1,1,21Dec2010,950,parallel,500,675,200,5,13,6.16394922015,0,X,4,a,1,656,9,3,537,634,1120,1748,0,X among T,10413
vs12,patillon,1,1,21Dec2010,950,parallel,500,473,200,5,14,1.62549694231,1,X,4,z,1,586,10,3,678,806,1318,1861,0,X among T,10414
vs12,patillon,1,1,21Dec2010,950,parallel,500,639,200,5,15,0.857954948149,0,X,4,a,1,657,9,4,713,663,1206,1949,0,X among T,10415
vs12,patillon,1,1,21Dec2010,950,parallel,500,454,200,5,16,4.93516581083,1,X,4,z,1,585,9,3,626,663,1463,2116,0,X among T,10416
vs12,patillon,1,1,21Dec2010,950,parallel,500,441,200,5,17,2.85246556072,0,X,12,a,1,643,10,11,547,635,1163,1892,0,X among T,10417
vs12,patillon,1,1,21Dec2010,950,parallel,500,642,200,5,18,4.55939127781,1,X,12,z,1,600,9,11,640,1351,1950,2561,0,X among T,10418
vs12,patillon,1,1,21Dec2010,950,parallel,500,509,200,5,19,1.89788714735,0,X,12,a,1,628,9,11,676,621,1378,2021,0,X among T,10419
vs12,patillon,1,1,21Dec2010,950,parallel,500,598,200,5,20,0.283282136137,1,X,12,z,1,485,9,11,670,1321,2050,2977,0,X among T,10420
vs12,patillon,1,1,21Dec2010,950,parallel,500,640,200,5,21,0.0791754490872,1,X,2,a,0,615,0,2,890,1521,2880,3380,0,X among T,10421
vs12,patillon,1,1,21Dec2010,950,parallel,500,698,200,5,22,5.40440328848,0,X,12,a,1,853,9,11,1135,1250,2179,3480,0,X among T,10422
vs12,patillon,1,1,21Dec2010,951,parallel,500,688,200,5,23,3.71852793341,1,X,12,z,1,572,9,11,1006,1265,2065,3921,0,X among T,10423
vs12,patillon,1,1,21Dec2010,951,parallel,500,538,200,5,24,1.94967363174,0,X,4,a,1,557,9,3,750,907,1721,2264,0,X among T,10424
vs12,patillon,1,1,21Dec2010,951,parallel,500,615,200,5,25,4.74924956047,0,X,2,a,1,428,10,2,821,887,2545,4333,0,X among T,10425
vs12,patillon,1,1,21Dec2010,951,parallel,500,674,200,5,26,4.34814828222,0,X,2,a,1,442,9,2,705,864,1635,2436,0,X among T,10426
vs12,patillon,1,1,21Dec2010,951,parallel,500,520,200,5,27,5.70081845894,0,X,8,a,1,428,9,7,663,921,1778,2378,0,X among T,10427
vs12,patillon,1,1,21Dec2010,951,parallel,500,683,200,5,28,2.870461846,0,X,4,a,1,471,10,4,700,577,1134,1663,0,X among T,10428
vs12,patillon,1,1,21Dec2010,951,parallel,500,580,200,5,29,4.36914733344,0,X,12,a,1,456,10,10,500,721,1235,1935,0,X among T,10429
vs12,patillon,1,1,21Dec2010,951,parallel,500,693,200,5,30,6.13216665796,0,X,8,a,1,456,10,8,775,620,1306,2149,0,X among T,10430
vs12,patillon,1,1,21Dec2010,951,parallel,500,584,200,5,31,0.0595974560872,1,X,2,z,1,628,10,2,731,1135,2622,4268,0,X among T,10431
vs12,patillon,1,1,21Dec2010,951,parallel,500,461,200,5,32,5.90298404386,0,X,2,a,1,600,9,1,821,1264,2104,3563,0,X among T,10432
vs12,patillon,1,1,21Dec2010,951,parallel,500,500,200,5,33,2.32905274815,0,X,8,a,1,400,9,7,758,749,1464,2078,0,X among T,10433
vs12,patillon,1,1,21Dec2010,951,parallel,500,620,200,5,34,2.55191630721,1,X,8,z,1,613,9,8,671,746,1319,1818,0,X among T,10434
vs12,patillon,1,1,21Dec2010,951,parallel,500,581,200,5,35,4.56217693897,0,X,8,a,1,657,9,6,752,1063,1679,2564,0,X among T,10435
vs12,patillon,1,1,21Dec2010,952,parallel,500,641,200,5,36,6.27212381959,1,X,2,z,1,1053,9,1,1180,691,1519,2320,0,X among T,10436
vs12,patillon,1,1,21Dec2010,952,parallel,500,577,200,5,37,0.904108456443,0,X,2,a,1,542,9,1,721,720,1492,2092,0,X among T,10437
vs12,patillon,1,1,21Dec2010,952,parallel,500,563,200,5,38,0.0150358481077,1,X,2,z,1,439,10,1,721,877,1663,2421,0,X among T,10438
vs12,patillon,1,1,21Dec2010,952,parallel,500,544,200,5,39,1.4172306595,1,X,8,z,1,585,9,8,720,1192,1792,2393,0,X among T,10439
vs12,patillon,1,1,21Dec2010,952,parallel,500,625,200,5,40,3.82703043337,1,X,4,a,0,681,0,3,821,2208,3481,4496,0,X among T,10440
vs12,patillon,1,1,21Dec2010,953,pTSer,500,557,200,1,1,4.06278702296,0,L,4,a,1,2015,,,,,,,1,L among T,10441
vs12,patillon,1,1,21Dec2010,953,pTSer,500,657,200,1,2,3.18593793816,0,L,8,a,1,2012,,,,,,,1,L among T,10442
vs12,patillon,1,1,21Dec2010,953,pTSer,500,450,200,1,3,0.708933470023,0,L,4,a,1,2016,,,,,,,1,L among T,10443
