manip,subject,session,order,mm,tm,trialType,iti,fixDur,stimDur,nBlock,nTrial,alpha,present,targType,nItems,resp,acc,rt,confidence,estNItems,estTime,confidenceRT,estNItemsRT,estTimeRT,RecRT,Erreur,Rec2Type,RecRT2,Rec2,couleur,Prime,CordCible,CordPrime,Yes/No,AV/AP,Diff,PostTest,RECORDING_SESSION_LABEL,AVERAGE_FIXATION_DURATION,AVERAGE_SACCADE_AMPLITUDE,BLINK_COUNT,BUTTON_PRESS_COUNT,FIXATION_COUNT,IP_DURATION,SACCADE_COUNT,V48,V49,training,task,trialId
vs12,mon,4,2,05Feb2013,938,mixed,500,400,2000,5,8,2.00770859538,0,X,4,a,1,348,,,,,,,,,A,1153,2,Rouge,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4006
vs12,mon,4,2,05Feb2013,929,mixed,500,400,2000,3,35,1.66140607178,1,L,8,a,1,378,,,,,,,,,A,1065,1,Rouge,0,7,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4007
vs12,mon,4,2,05Feb2013,941,mixed,500,400,2000,5,30,4.00774329852,0,L,8,z,1,398,,,,,,,,,B,2701,5,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4008
vs12,mon,4,2,05Feb2013,926,mixed,500,400,2000,3,3,1.66505913391,0,L,4,z,1,772,,,,,,,,,A,1634,2,Vert,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4009
vs12,mon,4,2,05Feb2013,932,mixed,500,400,2000,4,17,0.665191381092,0,X,16,a,1,776,,,,,,,,,A,1105,1,Rouge,0,5,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4010
vs12,mon,4,2,05Feb2013,949,mixed,500,400,2000,7,7,2.00263167937,1,X,4,z,1,277,,,,,,,,,A,811,2,Vert,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4011
vs12,mon,4,2,05Feb2013,950,mixed,500,400,2000,7,23,1.90796935003,1,L,4,a,1,559,,,,,,,,,D,2230,9,Rouge,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4012
vs12,mon,4,2,05Feb2013,946,mixed,500,400,2000,6,35,3.86830103307,0,X,4,a,1,320,,,,,,,,,A,1046,2,Rouge,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4013
vs12,mon,4,2,05Feb2013,949,mixed,500,400,2000,7,6,1.14427921714,1,X,8,a,1,349,,,,,,,,,A,1310,2,Rouge,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4014
vs12,mon,4,2,05Feb2013,925,mixed,500,400,2000,2,35,3.03568977357,1,X,16,a,1,312,,,,,,,,,A,1267,1,Rouge,0,5,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4015
vs12,mon,4,2,05Feb2013,943,mixed,500,400,2000,6,5,0.780616385985,0,L,4,z,1,292,,,,,,,,,A,1878,3,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4016
vs12,mon,4,2,05Feb2013,924,mixed,500,400,2000,2,25,1.76674518053,0,L,4,z,1,347,,,,,,,,,A,2937,1,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4017
vs12,mon,4,2,05Feb2013,945,mixed,500,400,2000,6,32,0.807157515172,0,L,8,a,1,358,,,,,,,,,A,920,2,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4018
vs12,mon,4,2,05Feb2013,954,mixed,500,400,2000,8,23,1.5028714595,1,L,4,a,1,311,,,,,,,,,A,2087,3,Rouge,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4019
vs12,mon,4,2,05Feb2013,955,mixed,500,400,2000,8,29,4.89069382764,1,X,4,a,1,323,,,,,,,,,A,1080,2,Rouge,0,4,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4020
vs12,mon,4,2,05Feb2013,949,mixed,500,400,2000,7,3,5.98261219622,1,X,16,a,1,311,,,,,,,,,A,1015,3,Rouge,0,9,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4021
vs12,mon,4,2,05Feb2013,944,mixed,500,400,2000,6,22,5.74272271699,1,X,4,a,1,328,,,,,,,,,A,880,2,Rouge,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4022
vs12,mon,4,2,05Feb2013,925,mixed,500,400,2000,2,34,0.758965422165,1,X,8,z,1,343,,,,,,,,,A,1262,2,Vert,0,6,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4023
vs12,mon,4,2,05Feb2013,944,mixed,500,400,2000,6,16,0.954179001799,0,X,4,a,1,320,,,,,,,,,A,1374,2,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4024
vs12,mon,4,2,05Feb2013,953,mixed,500,400,2000,8,3,5.80434907756,0,X,16,a,1,330,,,,,,,,,A,1599,2,Rouge,0,11,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4025
vs12,mon,4,2,05Feb2013,944,mixed,500,400,2000,6,14,1.13591382669,0,L,8,a,1,283,,,,,,,,,C,2386,6,Rouge,0,8,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4026
vs12,mon,4,2,05Feb2013,953,mixed,500,400,2000,8,12,3.22176704787,1,X,16,z,1,323,,,,,,,,,A,1081,3,Vert,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4027
vs12,mon,4,2,05Feb2013,946,mixed,500,400,2000,6,36,2.19242574463,0,X,4,z,1,331,,,,,,,,,A,2569,2,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4028
vs12,mon,4,2,05Feb2013,945,mixed,500,400,2000,6,31,5.03238707521,0,L,4,a,1,336,,,,,,,,,A,2233,2,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4029
vs12,mon,4,2,05Feb2013,953,mixed,500,400,2000,8,7,0.115143816253,1,X,4,a,1,328,,,,,,,,,A,1267,2,Rouge,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4030
vs12,mon,4,2,05Feb2013,932,mixed,500,400,2000,4,15,0.704735088514,1,L,8,a,1,282,,,,,,,,,A,1096,3,Rouge,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4031
vs12,mon,4,2,05Feb2013,953,mixed,500,400,2000,8,9,0.948727422966,0,X,8,a,1,342,,,,,,,,,A,1016,2,Rouge,0,6,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4032
vs12,mon,4,2,05Feb2013,951,mixed,500,400,2000,7,25,5.9795285558,1,X,8,a,1,331,,,,,,,,,B,2205,4,Rouge,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4033
vs12,mon,4,2,05Feb2013,941,mixed,500,400,2000,5,31,4.31067020098,0,X,8,a,1,372,,,,,,,,,A,2530,3,Rouge,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4034
vs12,mon,4,2,05Feb2013,943,mixed,500,400,2000,6,12,6.11838711751,1,L,8,a,1,301,,,,,,,,,A,2443,3,Rouge,0,3,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,L among T,4035
vs12,mon,4,2,05Feb2013,945,mixed,500,400,2000,6,33,3.16568331499,1,X,4,a,1,369,,,,,,,,,A,1843,2,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4036
vs12,mon,4,2,05Feb2013,932,mixed,500,400,2000,4,19,2.13743912506,0,X,16,a,1,314,,,,,,,,,A,1341,1,Rouge,0,13,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4037
vs12,mon,4,2,05Feb2013,938,mixed,500,400,2000,5,4,5.01558621124,1,X,8,z,1,331,,,,,,,,,A,1978,2,Vert,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4038
vs12,mon,4,2,05Feb2013,938,mixed,500,400,2000,5,9,0.937514030256,1,X,4,z,1,309,,,,,,,,,A,1793,2,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4039
vs12,mon,4,2,05Feb2013,949,mixed,500,400,2000,7,9,0.357323600609,1,X,16,z,1,285,,,,,,,,,A,1907,3,Vert,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4040
vs12,mon,4,2,05Feb2013,927,mixed,500,400,2000,3,13,2.6255567201,1,X,4,a,1,402,,,,,,,,,A,2813,0,Rouge,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4041
vs12,mon,4,2,05Feb2013,950,mixed,500,400,2000,7,19,5.21469043106,0,X,16,z,1,341,,,,,,,,,A,1512,3,Vert,0,10,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4042
vs12,mon,4,2,05Feb2013,955,mixed,500,400,2000,8,27,1.33800369861,1,X,8,z,1,395,,,,,,,,,A,1630,2,Vert,0,7,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4043
vs12,mon,4,2,05Feb2013,954,mixed,500,400,2000,8,21,5.67114787633,0,X,16,z,1,295,,,,,,,,,A,1468,2,Vert,0,12,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4044
vs12,mon,4,2,05Feb2013,939,mixed,500,400,2000,5,15,2.9951189942,1,L,4,a,1,347,,,,,,,,,A,2392,3,Rouge,0,2,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4045
vs12,mon,4,2,05Feb2013,922,mixed,500,400,2000,2,4,2.955185949,1,X,8,a,1,2951,,,,,,,,,A,3500,3,Rouge,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4046
vs12,mon,4,2,05Feb2013,928,mixed,500,400,2000,3,23,4.52955670068,1,L,4,z,1,384,,,,,,,,,A,1344,2,Vert,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4047
vs12,mon,4,2,05Feb2013,950,mixed,500,400,2000,7,14,5.1785672273,1,L,4,a,1,315,,,,,,,,,B,1439,4,Rouge,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4048
vs12,mon,4,2,05Feb2013,951,mixed,500,400,2000,7,27,5.73804651537,1,X,4,z,1,360,,,,,,,,,B,1243,4,Vert,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4049
vs12,mon,4,2,05Feb2013,939,mixed,500,400,2000,5,10,0.31129192367,0,L,4,a,1,355,,,,,,,,,A,1452,2,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4050
vs12,mon,4,2,05Feb2013,944,mixed,500,400,2000,6,19,5.56711457344,0,X,8,z,1,333,,,,,,,,,B,2692,4,Vert,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4051
vs12,mon,4,2,05Feb2013,944,mixed,500,400,2000,6,15,1.61002257311,1,X,16,a,1,348,,,,,,,,,A,1222,2,Rouge,0,5,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4052
vs12,mon,4,2,05Feb2013,927,mixed,500,400,2000,3,9,5.47507682154,1,L,4,z,1,333,,,,,,,,,A,2008,3,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4053
vs12,mon,4,2,05Feb2013,938,mixed,500,400,2000,5,5,0.0504281806032,1,X,8,z,1,377,,,,,,,,,A,1435,2,Vert,0,2,0,0,,,0,MON,3000,0,0,112,1,3000,0,,,0,X among T,4054
vs12,mon,4,2,05Feb2013,953,mixed,500,400,2000,8,11,2.53632875814,1,X,8,z,1,349,,,,,,,,,A,988,2,Vert,0,5,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,X among T,4055
vs12,mon,4,2,05Feb2013,931,mixed,500,400,2000,4,6,2.46703790267,0,X,16,z,1,348,,,,,,,,,B,2498,4,Vert,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4056
vs12,mon,4,2,05Feb2013,950,mixed,500,400,2000,7,22,5.8884579554,1,X,4,z,1,314,,,,,,,,,A,1285,2,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4057
vs12,mon,4,2,05Feb2013,954,mixed,500,400,2000,8,17,2.83830026754,0,L,4,a,1,308,,,,,,,,,C,1782,6,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4058
vs12,mon,4,2,05Feb2013,934,mixed,500,400,2000,4,34,3.06514423649,1,X,8,a,1,286,,,,,,,,,A,1746,3,Rouge,0,4,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4059
vs12,mon,4,2,05Feb2013,927,mixed,500,400,2000,3,7,1.86385805239,0,X,8,a,1,350,,,,,,,,,A,1222,1,Rouge,0,8,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,X among T,4060
vs12,mon,4,2,05Feb2013,928,mixed,500,400,2000,3,15,6.13291898845,1,X,16,z,1,380,,,,,,,,,A,2114,1,Vert,0,6,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4061
vs12,mon,4,2,05Feb2013,942,mixed,500,400,2000,6,2,0.384561272916,0,L,8,z,1,390,,,,,,,,,B,3641,5,Vert,0,8,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4062
vs12,mon,4,2,05Feb2013,940,mixed,500,400,2000,5,28,6.240104576,1,L,16,a,1,358,,,,,,,,,A,5297,3,Rouge,0,4,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4063
vs12,mon,4,2,05Feb2013,953,mixed,500,400,2000,8,6,5.43867393307,1,L,4,a,1,354,,,,,,,,,A,1651,2,Rouge,0,2,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4064
vs12,mon,4,2,05Feb2013,945,mixed,500,400,2000,6,34,1.96749719846,1,X,8,a,1,357,,,,,,,,,A,1288,2,Rouge,0,6,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4065
vs12,mon,4,2,05Feb2013,939,mixed,500,400,2000,5,12,3.9591154117,1,X,4,a,1,372,,,,,,,,,A,2131,2,Rouge,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4066
vs12,mon,4,2,05Feb2013,943,mixed,500,400,2000,6,6,1.42112344322,1,L,16,a,1,360,,,,,,,,,A,1351,3,Rouge,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4067
vs12,mon,4,2,05Feb2013,950,mixed,500,400,2000,7,20,4.70134033954,0,L,4,z,1,352,,,,,,,,,A,1805,3,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4068
vs12,mon,4,2,05Feb2013,929,mixed,500,400,2000,3,27,4.87550990636,1,X,8,a,1,370,,,,,,,,,A,1406,2,Rouge,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4069
vs12,mon,4,2,05Feb2013,941,mixed,500,400,2000,5,34,4.23566454549,0,L,16,a,1,391,,,,,,,,,C,2604,6,Rouge,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4070
vs12,mon,4,2,05Feb2013,925,mixed,500,400,2000,2,31,3.30599570931,0,X,8,a,1,362,,,,,,,,,A,2303,1,Rouge,0,7,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4071
vs12,mon,4,2,05Feb2013,939,mixed,500,400,2000,5,16,5.52210186764,0,X,8,z,1,320,,,,,,,,,A,1538,2,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4072
vs12,mon,4,2,05Feb2013,940,mixed,500,400,2000,5,25,1.87054376999,1,X,16,z,1,319,,,,,,,,,B,1244,4,Vert,0,10,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,X among T,4073
vs12,mon,4,2,05Feb2013,922,mixed,500,400,2000,2,6,1.44720748679,1,X,16,z,1,311,,,,,,,,,B,2086,5,Vert,0,7,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4074
vs12,mon,4,2,05Feb2013,923,mixed,500,400,2000,2,14,5.71190172037,1,X,4,a,1,407,,,,,,,,,A,2193,2,Rouge,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4075
vs12,mon,4,2,05Feb2013,938,mixed,500,400,2000,5,2,1.99266844019,0,X,16,a,1,484,,,,,,,,,A,1437,2,Rouge,0,11,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,X among T,4076
vs12,mon,4,2,05Feb2013,918,mixed,500,400,2000,1,17,0.944536876282,1,X,8,N,0,1000,,,,,,,,,C,3753,6,Vert,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4077
vs12,mon,4,2,05Feb2013,952,mixed,500,400,2000,7,36,4.68009169072,0,L,4,z,1,409,,,,,,,,,A,1175,2,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4078
vs12,mon,4,2,05Feb2013,953,mixed,500,400,2000,8,13,4.78931818254,0,L,8,a,1,392,,,,,,,,,C,2412,7,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4079
vs12,mon,4,2,05Feb2013,931,mixed,500,400,2000,4,5,5.01092904326,0,L,4,a,1,340,,,,,,,,,A,1470,2,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4080
vs12,mon,4,2,05Feb2013,945,mixed,500,400,2000,6,25,3.11834256228,1,X,16,a,1,326,,,,,,,,,A,2061,3,Rouge,0,9,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4081
vs12,mon,4,2,05Feb2013,933,mixed,500,400,2000,4,22,3.75214215512,1,L,8,a,1,1203,,,,,,,,,C,1425,7,Rouge,0,2,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4082
vs12,mon,4,2,05Feb2013,934,mixed,500,400,2000,4,32,1.26127500789,0,L,8,a,1,335,,,,,,,,,B,3217,4,Rouge,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4083
vs12,mon,4,2,05Feb2013,935,mixed,500,400,2000,4,36,5.97056024092,0,X,8,z,1,312,,,,,,,,,A,1438,3,Vert,0,2,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4084
vs12,mon,4,2,05Feb2013,939,mixed,500,400,2000,5,17,5.76063387746,0,L,4,z,1,397,,,,,,,,,A,1520,2,Vert,0,2,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4085
vs12,mon,4,2,05Feb2013,932,mixed,500,400,2000,4,16,0.447087493327,0,X,4,z,1,385,,,,,,,,,A,1873,2,Vert,0,3,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,X among T,4086
vs12,mon,4,2,05Feb2013,927,mixed,500,400,2000,3,8,5.19573023084,0,X,16,a,1,348,,,,,,,,,A,2978,2,Rouge,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4087
vs12,mon,4,2,05Feb2013,943,mixed,500,400,2000,6,10,5.09566344734,1,X,8,z,1,352,,,,,,,,,A,989,3,Vert,0,1,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,X among T,4088
vs12,mon,4,2,05Feb2013,944,mixed,500,400,2000,6,18,5.6789851576,0,X,8,z,1,316,,,,,,,,,A,2210,3,Vert,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4089
vs12,mon,4,2,05Feb2013,919,mixed,500,400,2000,1,28,1.40997992573,1,L,16,z,0,326,,,,,,,,,B,4737,4,Rouge,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4090
vs12,mon,4,2,05Feb2013,950,mixed,500,400,2000,7,18,0.813162052045,1,L,4,z,1,377,,,,,,,,,B,2233,4,Vert,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4091
vs12,mon,4,2,05Feb2013,932,mixed,500,400,2000,4,13,1.20511709102,0,X,8,a,1,406,,,,,,,,,A,2343,2,Rouge,0,5,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4092
vs12,mon,4,2,05Feb2013,951,mixed,500,400,2000,7,24,2.95595919152,1,X,16,z,1,323,,,,,,,,,A,2009,3,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4093
vs12,mon,4,2,05Feb2013,925,mixed,500,400,2000,2,26,5.84555882746,1,L,4,z,1,457,,,,,,,,,A,1717,2,Vert,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4094
vs12,mon,4,2,05Feb2013,955,mixed,500,400,2000,8,32,5.68207411077,1,L,16,a,0,464,,,,,,,,,D,1979,9,Vert,0,6,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4095
vs12,mon,4,2,05Feb2013,955,mixed,500,400,2000,8,30,4.25579537713,1,L,8,a,1,453,,,,,,,,,B,2125,5,Rouge,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4096
vs12,mon,4,2,05Feb2013,928,mixed,500,400,2000,3,21,6.12795470949,1,X,8,z,1,367,,,,,,,,,A,1375,1,Vert,0,1,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,X among T,4097
vs12,mon,4,2,05Feb2013,951,mixed,500,400,2000,7,26,1.11090538578,1,L,8,a,1,406,,,,,,,,,B,2062,5,Rouge,0,1,0,0,,,0,MON,3000,0,0,115,1,3000,0,,,0,L among T,4098
vs12,mon,4,2,05Feb2013,955,mixed,500,400,2000,8,31,1.24238474049,0,L,8,z,1,321,,,,,,,,,C,1315,6,Vert,0,4,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4099
vs12,mon,4,2,05Feb2013,938,mixed,500,400,2000,5,7,4.48447882969,0,X,4,a,1,380,,,,,,,,,A,1481,2,Rouge,0,2,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4100
vs12,mon,4,2,05Feb2013,924,mixed,500,400,2000,2,20,2.68358298073,0,X,4,z,1,386,,,,,,,,,A,3266,0,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4101
vs12,mon,4,2,05Feb2013,931,mixed,500,400,2000,4,4,0.117377377624,1,L,4,z,1,344,,,,,,,,,A,4800,0,Vert,0,3,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4102
vs12,mon,4,2,05Feb2013,928,mixed,500,400,2000,3,17,0.690346244372,1,X,8,a,1,349,,,,,,,,,A,1319,1,Rouge,0,5,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4103
vs12,mon,4,2,05Feb2013,928,mixed,500,400,2000,3,20,1.12819663158,0,X,4,z,1,423,,,,,,,,,A,2423,1,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4104
vs12,mon,4,2,05Feb2013,939,mixed,500,400,2000,5,18,2.03197894829,1,X,16,a,1,480,,,,,,,,,A,1416,3,Rouge,0,6,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4105
vs12,mon,4,2,05Feb2013,927,mixed,500,400,2000,3,12,3.21390424655,0,L,8,a,1,469,,,,,,,,,A,1713,3,Rouge,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4106
vs12,mon,4,2,05Feb2013,924,mixed,500,400,2000,2,22,0.864148046184,0,X,16,a,1,382,,,,,,,,,A,2081,2,Rouge,0,11,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4107
vs12,mon,4,2,05Feb2013,938,mixed,500,400,2000,5,3,1.91212665736,1,L,4,z,1,331,,,,,,,,,A,2529,3,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4108
vs12,mon,4,2,05Feb2013,951,mixed,500,400,2000,7,33,0.289365030372,0,L,16,z,1,294,,,,,,,,,B,1552,4,Vert,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4109
vs12,mon,4,2,05Feb2013,929,mixed,500,400,2000,3,31,2.46285201033,0,X,16,z,1,368,,,,,,,,,A,1521,1,Vert,0,15,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4110
vs12,mon,4,2,05Feb2013,923,mixed,500,400,2000,2,9,3.88777812227,0,L,4,z,1,291,,,,,,,,,A,3249,2,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4111
vs12,mon,4,2,05Feb2013,927,mixed,500,400,2000,3,6,5.55364102296,1,L,16,a,1,490,,,,,,,,,A,1329,2,Rouge,0,10,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4112
vs12,mon,4,2,05Feb2013,917,mixed,500,400,2000,1,11,5.97485328093,1,L,8,a,1,417,,,,,,,,,B,1535,5,Rouge,0,6,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4113
vs12,mon,4,2,05Feb2013,955,mixed,500,400,2000,8,25,2.74608251466,0,L,4,z,1,456,,,,,,,,,C,2294,7,Vert,0,1,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4114
vs12,mon,4,2,05Feb2013,924,mixed,500,400,2000,2,19,0.594214964347,0,L,8,z,1,328,,,,,,,,,B,2527,5,Vert,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4115
vs12,mon,4,2,05Feb2013,949,mixed,500,400,2000,7,11,2.79708174516,0,L,16,a,1,369,,,,,,,,,B,1156,4,Rouge,0,5,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4116
vs12,mon,4,2,05Feb2013,942,mixed,500,400,2000,6,3,3.66909418057,1,X,8,z,1,379,,,,,,,,,A,2253,3,Vert,0,3,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,X among T,4117
vs12,mon,4,2,05Feb2013,927,mixed,500,400,2000,3,11,0.943292937266,0,L,4,z,1,455,,,,,,,,,A,3435,3,Vert,0,2,0,0,,,0,MON,3000,0,0,114,1,3000,0,,,0,L among T,4118
vs12,mon,4,2,05Feb2013,954,mixed,500,400,2000,8,19,2.53786734803,0,X,4,z,1,380,,,,,,,,,A,2258,3,Vert,0,1,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4119
vs12,mon,4,2,05Feb2013,929,mixed,500,400,2000,3,25,1.71478518019,0,L,8,z,0,345,,,,,,,,,B,1347,5,Rouge,0,2,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4120
vs12,mon,4,2,05Feb2013,950,mixed,500,400,2000,7,15,6.25643702698,0,L,8,a,1,485,,,,,,,,,C,2039,7,Rouge,0,8,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4121
vs12,mon,4,2,05Feb2013,940,mixed,500,400,2000,5,24,1.98327311199,1,X,8,z,1,457,,,,,,,,,B,980,4,Vert,0,5,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,X among T,4122
vs12,mon,4,2,05Feb2013,951,mixed,500,400,2000,7,30,2.36878538941,0,L,16,z,1,428,,,,,,,,,B,1148,4,Vert,0,7,0,0,,,0,MON,3000,0,0,116,1,3000,0,,,0,L among T,4123
